Geneid	Chr	Start	End	Strand	Length	SRR11247594	SRR11247595	SRR11247596	SRR11247597	SRR11247598	SRR9592126	SRR9592127	SRR9592128	SRR9592129	SRR9592130	SRR9592131	SRR9592132	SRR9592133	SRR9592134	SRR9592135	SRR9592136	SRR9592137	SRR9592138	SRR9592139	SRR9592140	SRR9592141	SRR9592142	SRR9592143	SRR9592144	SRR9592145	SRR9592146	SRR9592147	SRR9592148	SRR9592149	SRR9592150	SRR9592151	SRR9592152	SRR9592153	SRR9592154	SRR9592155	SRR9592156	SRR9592157	SRR9592158	SRR9592159	SRR9592160	SRR9592161	SRR9592162	SRR9592163	SRR9592164	SRR9592165	SRR9974581	SRR9974582	SRR9974583	SRR9974584	SRR9974585	SRR9974586	SRR9974587	SRR9974588	SRR9974589	SRR9974590
gene:PF3D7_1442200	14	1708528	1711530	-	3003	542	325	384	743	190	396	303	1453	462	774	700	296	294	664	481	1377	1157	410	423	561	794	2013	1089	430	256	2628	1373	1467	2013	1327	1675	2162	192	320	476	468	2007	1511	564	1312	982	1560	1173	486	868	322	423	1104	867	1105	1399	3	1162	1767	758
gene:PF3D7_1442300	14	1712626	1714065	-	1440	4180	2953	3473	6744	3191	8776	3503	4935	4718	2872	1945	8522	9573	5946	4245	3312	2920	5995	10139	7563	7039	5397	4147	8095	4367	7510	4743	7980	5534	5112	8572	6161	1989	3374	4119	4244	7021	5011	2910	6461	4256	7022	3217	7204	7168	6989	6208	3287	3057	6314	4067	12	5735	4942	2195
gene:PF3D7_1442400	14	1717171	1723512	+	6342	1131	703	538	1054	708	1651	1083	1847	4845	10231	7195	635	740	11948	8445	9190	8206	1032	850	10921	8223	6454	7002	1262	6103	8420	2989	10213	5569	3542	11698	6757	1296	2212	5570	5709	20628	15253	1256	3007	4632	7731	9393	1048	2355	1091	8715	3525	1900	7720	4157	6	7745	5246	6107
gene:PF3D7_1442500	14	1724402	1727413	-	3012	86	55	85	183	36	289	126	1267	1383	587	463	203	218	1302	953	1098	1005	142	144	1512	2206	1103	998	169	785	1843	176	2424	1484	175	2650	1511	51	103	1388	1477	1672	1282	76	172	1765	2835	745	85	170	168	1086	746	99	1834	1071	0	1710	1289	496
gene:PF3D7_1442600	14	1730087	1740916	+	10830	258	138	271	596	265	767	437	294	812	363	417	630	717	458	335	311	284	294	161	1045	1426	351	457	259	516	431	2062	1633	526	2309	1684	707	236	392	612	621	1663	1244	733	1849	930	1578	550	343	593	234	798	219	1324	1304	353	2	1135	567	380
gene:PF3D7_1442700	14	1742113	1749790	+	7678	255	169	215	473	190	377	373	215	95	3682	3675	183	177	210	126	5581	4891	302	230	202	233	5208	4129	451	124	5532	700	99	4508	942	87	5325	275	416	144	156	11115	8076	235	569	476	733	5189	240	723	371	174	2390	399	70	3193	2	75	4334	3444
gene:PF3D7_1442800	14	1750209	1751417	-	1209	48	37	44	104	69	80	89	61	14	23	43	182	211	125	88	220	210	75	169	67	17	136	44	95	54	156	69	71	121	75	43	118	3	6	0	4	391	266	9	21	10	28	102	72	142	91	58	64	65	38	93	0	40	89	73
gene:PF3D7_1442900	14	1753510	1763664	+	10155	9911	6763	7928	16152	12178	21438	11949	1637	3886	10555	9472	22949	26226	10511	7657	13924	12130	16679	26506	5020	5446	11490	12410	22101	4321	13642	16581	3546	9076	20333	4758	10564	7317	12069	3656	3968	24537	17912	9237	22241	4719	7772	14332	26742	28515	19141	6249	5604	10619	2657	6560	33	3178	8612	9455
gene:PF3D7_1443000	14	1764316	1768122	-	3807	427	279	152	328	186	495	334	124	92	4292	2299	230	239	90	67	2302	1911	238	196	115	176	2006	2104	406	55	2358	684	118	1829	998	188	1952	446	744	100	99	5690	4344	199	427	261	487	3217	312	646	312	110	915	444	93	1265	0	131	1609	2151
gene:PF3D7_1443100	14	1769626	1771350	-	1725	798	599	486	981	310	1056	455	1465	1098	6798	3549	814	808	2482	1763	5419	4837	788	533	2010	1874	6085	3698	870	1085	6117	885	1953	2983	1028	2276	3550	423	782	1112	1110	9623	7171	478	1096	1327	2179	5347	589	1005	708	1617	2482	573	1556	2089	2	1526	2834	3592
gene:PF3D7_1443200	14	1773276	1775197	+	1922	51	29	79	141	34	158	75	865	456	182	164	164	178	1025	795	486	418	140	108	749	701	576	304	145	362	888	134	1134	430	135	1200	521	12	40	400	429	505	366	35	80	594	941	328	51	139	148	574	322	95	918	339	0	794	427	218
gene:PF3D7_1443300	14	1776010	1776662	+	653	1215	821	1216	2454	876	3474	1339	1691	2313	977	619	1725	2012	2202	1587	922	802	1814	3758	2543	2661	1622	1482	2301	1627	2125	1878	2657	1710	1848	2603	1819	659	1155	1771	2013	2004	1653	1062	2257	2036	3122	1010	2029	1802	1897	2271	789	1102	1992	1262	3	1879	1469	713
gene:PF3D7_1443400	14	1776958	1779606	-	2649	340	234	181	438	227	616	405	2795	2109	5442	4442	225	239	2021	1412	6302	5426	449	395	2285	3150	8193	6902	689	1133	9566	644	3785	6426	783	4328	6951	416	602	1968	2135	13399	9684	218	528	2945	4898	5940	288	792	566	1656	3807	419	2858	4718	2	2833	5444	3998
gene:PF3D7_1443500	14	1780992	1783580	-	2589	90	60	111	212	55	205	148	2482	2266	723	580	48	44	2200	1568	1068	966	181	166	2118	3391	1120	1147	292	913	2034	479	4598	1793	504	4883	1940	73	118	2212	2405	1798	1307	65	160	2784	4534	902	89	324	258	1277	803	314	3364	1375	0	3276	1497	624
gene:PF3D7_1443600	14	1784933	1790629	-	5697	101	68	96	225	65	190	91	653	220	1716	1184	101	78	391	256	2581	2260	222	162	259	411	2985	1555	333	133	3360	241	593	1892	314	780	2313	51	102	263	291	2993	2274	67	172	636	1001	1951	102	325	252	204	1415	166	458	1365	0	484	1839	1282
gene:PF3D7_1443700	14	1791911	1793004	-	1094	240	151	78	178	67	198	143	576	212	2322	1336	85	90	169	132	2185	1734	190	145	188	313	2724	1332	211	90	2602	212	366	1441	294	448	1680	122	230	235	213	3748	2764	77	189	465	711	1903	122	288	216	127	1038	146	312	1073	0	284	1401	1278
gene:PF3D7_1443800	14	1794708	1795934	-	1227	658	477	636	1186	411	1534	558	1294	1140	1783	1365	1169	1295	1600	1131	2094	1966	928	1207	1718	1778	3204	2032	1137	937	3576	1042	2088	2234	1032	2301	2693	318	521	1070	1157	4019	2951	457	953	1215	2021	2079	965	1026	963	1423	1459	636	1688	1592	2	1541	2147	1373
gene:PF3D7_1443900	14	1797288	1800071	+	2784	484	325	385	796	270	786	515	3795	2831	3566	2694	784	831	5002	3672	6482	5711	754	634	3784	4368	7551	5032	981	1831	9550	929	5780	6313	981	6742	7111	307	505	2865	3214	8983	6571	407	871	4144	6731	4870	542	988	903	2626	3809	558	4459	4580	4	4606	5745	3148
gene:PF3D7_1444000	14	1800831	1801887	+	1057	2	2	10	5	0	7	3	23	5	10	12	9	6	15	14	51	39	3	3	5	17	27	13	3	3	21	3	8	17	8	9	39	1	4	4	4	87	55	0	2	4	12	27	4	8	6	5	7	2	3	22	0	10	21	11
gene:PF3D7_1444100	14	1801961	1825326	-	23366	674	458	331	641	315	504	469	261	157	1497	1856	294	266	978	664	1813	1538	366	249	324	400	1278	1206	348	188	1313	888	292	1764	1037	359	2330	377	626	198	166	4549	3239	303	810	508	862	1788	373	987	297	299	528	547	242	1344	1	273	1863	1215
gene:PF3D7_1444200	14	1826127	1827163	+	1037	114	59	44	88	21	60	86	8	11	623	391	31	27	5	1	150	152	57	47	31	13	275	228	63	30	233	125	3	220	142	2	302	56	125	3	0	918	721	42	89	9	10	392	54	95	46	31	78	100	4	175	0	3	241	266
gene:PF3D7_1444300	14	1828579	1829962	+	1384	2217	1540	945	1811	823	2174	1505	1801	1617	6478	4260	1287	1474	2320	1544	4644	4025	1397	1692	2060	2014	5656	4326	1739	1295	5851	2027	2610	3652	2132	2955	4317	1322	2179	1337	1413	11584	8336	731	1841	1546	2649	5489	1589	2041	1577	1802	2456	1365	2018	2704	7	1852	3527	3683
gene:PF3D7_1444400	14	1831009	1832803	+	1795	451	311	395	865	385	911	407	654	420	274	166	858	998	828	655	304	265	583	855	578	507	326	167	829	404	394	521	799	380	635	879	382	149	283	339	380	611	488	191	473	325	584	291	729	780	631	545	162	367	610	277	1	601	296	165
gene:PF3D7_1444500	14	1833782	1838598	-	4817	4861	3396	3674	7528	4953	8685	3849	480	771	1689	1585	9965	11001	2372	1686	3141	2804	5123	5258	1041	1239	2577	1811	8283	1126	3104	4989	642	1999	5914	765	2454	2156	3581	685	796	4590	3456	2552	6105	733	1224	2214	8324	8304	7043	1485	1302	3263	471	1500	15	468	2049	1420
gene:PF3D7_1444600	14	1841029	1841592	+	564	61	39	62	112	31	61	52	119	105	237	412	24	42	77	48	506	410	51	62	61	175	468	535	111	51	604	88	156	703	117	180	657	36	36	112	113	1012	848	35	102	266	387	493	54	109	94	68	220	50	146	502	0	127	619	326
gene:PF3D7_1444700	14	1841960	1842906	+	947	103	87	104	183	52	204	81	1003	261	715	646	54	68	200	146	1198	1019	146	200	210	454	1795	1135	177	112	2127	214	533	1532	212	637	1632	56	91	250	263	1952	1444	80	202	676	1034	825	78	205	159	167	860	120	435	1131	0	415	1258	552
gene:PF3D7_1444800	14	1844041	1845617	-	1577	41260	27752	16192	32189	18049	46148	44608	34653	71726	31828	32967	23649	26375	76050	54654	39791	34584	27627	39690	64468	98464	41899	59606	37625	36953	61241	50632	90984	58034	43136	113047	58160	58874	99835	63979	66982	95196	67637	23912	57195	59923	101242	50307	43584	47155	31849	52571	25775	32525	71603	44194	85	74775	46263	33913
gene:PF3D7_1444900	14	1848315	1848833	+	519	47	32	50	102	16	76	22	531	125	137	92	24	15	302	209	181	128	71	60	286	229	287	127	60	120	374	94	424	302	84	523	396	10	9	125	138	279	197	15	41	254	409	147	52	89	69	165	146	56	333	238	0	321	304	118
gene:PF3D7_1445000	14	1849172	1850392	-	1221	161	94	114	197	81	190	158	187	62	1957	1221	139	178	363	236	2506	2122	160	160	137	105	2174	1190	231	69	2237	226	73	1202	276	72	1542	97	147	56	73	3855	2971	111	196	119	215	1605	118	250	178	112	930	142	50	909	0	49	1147	1035
gene:PF3D7_1445100	14	1851656	1855054	-	3399	3880	2628	3501	6979	3023	7726	2441	3276	3620	1927	1290	3993	4402	13293	9391	2518	2221	5572	8531	6362	4753	3216	2082	7103	4732	4620	3566	5775	2955	4121	7106	3455	1264	2098	2762	3162	3952	2846	2616	5931	2546	4128	2153	6670	6419	6117	6656	1856	2248	4395	2192	14	4628	2829	1438
gene:PF3D7_1445200	14	1856700	1859308	+	2609	4141	3037	4007	8101	4289	10026	4706	4869	5016	1379	1093	8027	8947	17240	12473	2321	2104	6756	13547	10246	7278	2575	2022	9010	6572	4053	6370	10127	2589	7311	11129	2979	1836	3081	4453	4742	3664	2638	3200	7845	4066	6853	2055	10189	10428	7627	9317	1653	4108	7774	1968	11	7255	2467	1408
gene:PF3D7_1445300	14	1860148	1862095	+	1948	78	55	116	229	45	256	125	886	150	468	377	116	139	210	160	741	680	346	737	249	265	1284	851	367	103	1604	291	401	1249	319	543	1316	46	90	192	191	1732	1249	105	285	582	897	776	360	521	318	163	589	167	279	925	1	359	1025	484
gene:PF3D7_1445400	14	1862775	1865420	-	2646	6409	4478	4644	9477	5807	11811	7109	5070	9266	2654	1929	9688	11086	30945	22611	2353	2030	8920	15172	13562	13183	2231	2702	11675	9872	4239	9559	13574	3213	10398	16088	3488	3804	6698	7713	8076	4658	3346	4985	11624	6068	10028	2884	14481	15365	9971	13898	1710	6088	10675	2205	16	10781	2764	1963
gene:PF3D7_1445500	14	1867616	1868065	+	450	1060	756	901	1747	528	1593	739	750	961	532	447	1684	1935	11495	8269	678	608	1528	2553	2238	1530	526	451	1824	1590	834	1422	1765	613	1546	1852	580	437	715	848	880	1027	767	587	1468	616	1061	599	2010	2047	1494	2221	321	811	1294	407	3	1221	508	429
gene:PF3D7_1445600	14	1871778	1874381	+	2604	5789	4107	4471	9055	3256	10617	4366	5652	4256	2230	2427	10054	11199	10250	7280	3785	3137	8274	14664	7925	5218	4084	3143	10259	4894	4734	7144	6473	4077	7610	6849	4648	2246	3982	3517	3804	7318	5333	3751	8582	3645	5816	3417	9816	10624	8742	6881	1962	4728	4967	2935	10	4550	3711	2333
gene:PF3D7_1445700	14	1875421	1876874	-	1454	4179	2899	3638	7460	3619	8585	4841	7648	8205	2673	2194	7401	7976	10043	7407	4386	3911	6905	12598	12084	12997	6517	5400	9218	6670	9619	5872	14771	6462	6136	15759	7073	2206	3693	7062	7540	7215	5414	3154	7432	8466	13680	3685	8889	8747	7946	9743	3851	3660	11228	4716	13	10303	5754	2564
gene:PF3D7_1445800	14	1878658	1882577	-	3920	111	83	51	133	70	168	87	128	27	465	441	81	96	47	37	707	687	110	164	60	43	836	428	131	54	768	204	40	631	212	28	780	43	56	44	26	1765	1316	53	121	39	49	533	105	229	94	85	287	123	24	487	1	27	573	351
gene:PF3D7_1445900	14	1885443	1888323	+	2881	9285	6340	7795	15457	7041	17472	9728	11632	11403	2593	2457	14688	15901	15815	11319	5281	4468	15449	26288	18445	13929	9450	5554	19685	10570	12478	12994	18792	7408	12596	20973	7525	4640	7768	9858	10352	7050	4967	6328	14876	9049	14784	4791	19675	18916	16883	15158	5178	8059	14666	5308	13	14115	6205	3203
gene:PF3D7_1446100	14	1889978	1892108	-	2131	132	78	147	270	53	240	112	39	31	208	104	178	194	104	69	93	89	209	599	66	45	84	73	148	32	40	388	35	29	467	27	34	49	92	24	16	269	157	153	394	27	51	166	255	354	138	55	17	247	27	17	0	40	26	101
gene:PF3D7_1446200	14	1893200	1895017	-	1818	6969	4878	5583	11432	4847	17746	5920	13871	19910	6222	5320	3747	4198	22862	15972	8108	7196	11122	23972	18187	22360	12463	14964	11855	13964	19956	8431	21554	16473	7886	24387	16345	3275	5969	16923	17730	17083	12641	5081	11737	20250	32902	8966	9776	7744	10369	20297	8164	5345	16387	12211	12	16536	13261	5727
gene:PF3D7_1446300	14	1898351	1901926	+	3576	2512	1706	886	1905	597	2606	1154	1783	1022	806	716	2081	2263	3013	2175	1088	960	1958	2068	2796	1357	1736	765	2097	1377	2017	2026	2574	979	2275	3132	1040	1681	2776	948	1029	1469	1083	658	1643	1034	1606	1302	1977	2252	1831	1920	882	1196	1852	605	3	2013	833	824
gene:PF3D7_1446400	14	1902916	1904163	-	1248	69	44	62	146	33	164	78	203	85	161	167	54	57	96	74	153	117	125	152	121	157	320	252	141	111	345	133	75	302	146	103	378	52	74	83	53	418	338	113	230	186	274	178	74	159	121	131	165	86	67	227	0	65	301	118
gene:PF3D7_1446500	14	1907197	1916202	+	9006	5082	3459	4544	9619	5672	13691	4717	5763	7775	5393	4934	8879	9833	16473	11435	10529	9466	9327	12450	14184	9620	13199	9101	12754	9228	17902	7969	13353	10558	9530	16996	12582	2855	4774	7193	7809	15574	11488	4284	10478	7474	12743	9255	10980	10755	10864	13087	7300	5196	10061	7689	22	11567	10118	6303
gene:PF3D7_1446600	14	1917232	1918010	-	779	1166	850	317	693	302	808	783	885	290	6931	4420	348	358	143	101	4336	3922	619	567	322	373	7727	4473	763	159	6862	1125	497	4035	1239	590	4384	744	1216	250	284	14449	10180	682	1668	712	1064	7092	563	1164	622	218	2801	741	398	3012	0	374	3586	4625
gene:PF3D7_1446700	14	1919583	1921645	-	2063	494	318	267	411	190	451	348	981	501	4735	2457	192	210	855	645	3161	2597	336	300	694	883	3664	2863	472	316	3742	750	1223	2336	739	1322	2735	358	655	552	602	7683	5783	288	690	870	1340	3802	251	768	417	430	1480	427	879	1759	3	885	2189	2474
gene:PF3D7_1446800	14	1922959	1923782	+	824	90	63	85	180	37	162	124	825	397	763	690	52	58	248	204	742	663	166	185	305	637	995	936	237	167	1257	237	739	1224	268	848	1303	100	142	385	377	1633	1281	93	186	733	1195	834	69	310	185	230	524	124	578	952	2	594	1091	559
gene:PF3D7_1446900	14	1924425	1926650	-	2226	890	613	899	1770	296	2171	869	2658	1613	3070	2173	832	926	4068	2771	3651	3315	2137	4359	3931	2101	5762	4271	1985	1964	6846	2105	3932	3597	2277	4049	4309	368	615	1404	1512	8270	5919	920	2305	1628	2693	3928	2206	2429	1581	2745	2775	1369	3130	2670	6	2860	3305	2711
gene:PF3D7_1447000	14	1929931	1931379	+	1449	12403	8327	10339	21112	10290	26900	12439	17635	28382	8679	7109	19328	21592	34389	24395	11843	10413	16647	29872	32328	40871	19120	17210	21326	18429	26662	17434	39544	19939	16233	46902	21054	6579	11360	23333	24710	26499	18864	10313	24418	22421	36890	12732	20303	18526	18244	26158	10622	11059	31660	15049	38	31214	17211	8441
gene:PF3D7_1447100	14	1932421	1933200	-	780	1365	1018	1247	2696	1488	3716	1797	1187	1711	1196	1086	2211	2531	2758	1983	1439	1252	1847	3754	1932	2134	1485	1503	2694	1291	1923	2339	2545	1719	2424	2676	2021	896	1458	1415	1522	3529	2677	1223	2855	1398	2223	1500	3196	3144	2271	1818	814	1370	2012	1222	2	1706	1648	981
gene:PF3D7_1447200	14	1933985	1935775	+	1791	3517	2448	3081	6390	3684	7783	3343	3087	2871	2812	2246	5793	6472	5279	3760	4247	3908	4683	7049	4534	4688	4559	3657	6102	2880	4957	4827	4430	4083	5105	4904	4925	1632	2696	3017	3045	6640	4765	2421	6222	2548	4461	3639	7233	7080	5233	4128	2125	3075	3499	2943	12	3311	3932	2523
gene:PF3D7_1447300	14	1936888	1937374	+	487	41	30	65	138	22	118	78	442	194	316	303	42	35	173	131	386	317	143	271	214	265	918	511	133	80	1216	143	440	599	161	481	647	31	55	186	203	773	586	50	123	439	683	379	153	225	134	120	450	87	312	453	0	333	505	252
gene:PF3D7_1447400	14	1937706	1939117	-	1412	473	316	501	1010	254	1552	295	1707	1608	320	173	228	259	3202	2263	389	339	636	1096	2118	1809	515	379	716	1321	932	563	2178	599	594	2150	766	141	259	1244	1367	470	335	313	726	1066	1780	300	439	443	699	2026	413	345	1667	464	0	1430	677	180
gene:PF3D7_1447500	14	1941056	1941686	+	631	110	80	22	59	27	166	68	26	11	24	22	20	20	38	32	9	6	53	108	45	7	38	17	44	8	20	185	18	21	159	32	24	77	126	8	7	36	17	71	162	8	8	26	68	99	26	13	6	124	20	12	0	22	14	19
gene:PF3D7_1447600	14	1942151	1942963	-	813	20	9	26	74	7	32	21	4	9	12	15	14	16	9	2	10	6	7	3	17	13	8	22	5	2	9	35	1	24	29	2	32	4	10	2	6	77	72	22	39	6	9	20	14	32	11	8	3	18	1	20	0	3	26	11
gene:PF3D7_1447700	14	1943936	1944964	-	1029	315	223	181	355	137	509	188	669	418	2593	1219	126	124	930	658	2605	2249	206	244	604	480	2240	1511	260	410	2149	210	542	1787	266	584	2072	118	214	380	409	6216	4535	129	283	371	587	2170	144	226	225	599	868	126	404	1288	0	419	1682	1536
gene:PF3D7_1447800	14	1947246	1953206	+	5961	454	299	862	1766	350	1515	371	800	426	428	489	392	486	1936	1468	1247	1063	1492	1771	2528	2258	1720	1946	1805	1578	2473	943	2194	2438	1186	2601	2841	156	285	438	449	1656	1178	643	1507	2009	3400	1682	1512	1934	1533	2293	1006	612	1599	1716	5	1630	2230	1080
gene:PF3D7_1447900	14	1954601	1957675	-	3075	391	259	325	613	179	850	369	6526	7850	2023	1468	262	275	6378	4457	3762	3316	649	734	9885	10234	3657	3219	796	5048	6862	866	14207	3880	922	16961	3972	226	472	7525	8311	5154	4050	314	673	7979	13315	2792	473	823	671	7352	2865	537	10894	2706	2	11401	3259	1952
gene:PF3D7_1448000	14	1960033	1963962	-	3930	4014	2730	3401	7076	4091	8747	3553	3659	5259	959	606	7309	8042	7440	5351	1405	1209	6396	9625	7247	6628	1646	1506	9052	4894	3014	5409	6931	2048	5814	8833	2357	1819	2993	4636	4907	2262	1640	2748	6384	3869	6374	1235	7939	7464	7733	6869	1318	3373	5621	1448	14	5975	1963	797
gene:PF3D7_1448100	14	1965175	1965762	+	588	200	133	243	494	150	555	198	369	268	202	157	500	579	745	620	419	339	330	576	496	351	396	197	486	346	519	337	622	478	429	769	652	50	125	218	241	697	526	124	278	295	454	299	390	431	344	448	211	219	494	343	1	494	451	184
gene:PF3D7_1448200	14	1966245	1971618	-	5374	14	19	53	110	12	73	27	24	25	40	49	52	62	40	40	65	46	57	106	41	27	52	54	41	32	59	104	29	60	132	34	98	14	21	10	5	180	116	33	79	15	19	88	71	95	38	40	27	70	29	42	0	33	73	62
gene:PF3D7_1448300	14	1972498	1977423	-	4926	1856	1267	1486	2884	1817	4520	1859	2690	2816	10151	8092	3120	3462	3585	2609	13690	12222	2638	3511	3708	4428	15812	13104	3661	2286	18253	3896	4398	11602	4525	5891	13026	1438	2402	2934	3076	25357	18539	1661	4040	4171	7031	14040	3137	4149	3077	3244	7445	2404	3368	8550	5	3905	10233	9514
gene:PF3D7_1448400	14	1980319	1983107	-	2789	302	208	314	648	180	444	340	2112	1297	4675	3104	219	208	2234	1552	5723	5031	500	358	1770	1940	7031	4820	675	967	8123	704	2619	5567	804	3114	6297	262	457	1213	1334	11123	8084	206	458	1902	3305	5249	232	712	588	1279	3202	432	2045	4108	4	1936	5006	3538
gene:PF3D7_1448500	14	1984189	1995574	-	11386	1178	756	526	1067	776	1328	1309	2924	2125	12499	10731	609	680	2486	1745	17689	15533	1041	698	1775	3502	17299	14623	1490	964	19207	2187	4016	12706	2899	5600	15014	1247	2111	2351	2391	32004	23749	1099	2666	5027	8559	16400	1034	2800	1292	1374	8029	1422	3057	9358	8	3615	12238	10963
gene:PF3D7_1448600	14	1997542	1998303	-	762	465	340	379	767	363	947	407	534	647	847	488	798	872	1295	952	989	914	490	639	882	1048	628	742	698	539	930	526	1021	591	558	1060	701	236	405	579	650	1471	1013	326	701	587	991	684	623	686	556	800	396	365	749	411	1	689	600	434
gene:PF3D7_1448700	14	1999648	2000649	+	1002	484	347	384	821	310	952	413	823	594	380	273	783	908	1013	766	359	290	677	998	974	821	385	368	829	574	569	646	1292	421	659	1329	473	190	290	469	597	798	582	253	571	480	745	348	684	851	684	778	259	460	950	298	1	849	364	234
gene:PF3D7_1448800	14	2001083	2002106	-	1024	376	238	356	752	272	642	356	863	579	539	477	377	398	455	355	951	796	483	773	608	958	1313	864	638	345	1504	633	1008	1341	664	1017	1441	134	241	494	503	1682	1230	203	490	715	1210	733	530	674	558	505	635	435	719	1019	4	689	1206	524
gene:PF3D7_1448900	14	2002921	2003373	-	453	24	15	53	135	14	74	45	394	122	316	255	16	14	141	88	414	385	67	73	103	197	725	474	84	55	926	150	235	920	120	216	1062	8	29	136	123	871	606	19	52	274	429	409	19	111	80	45	372	70	155	628	1	170	851	282
gene:PF3D7_1449000	14	2004406	2005456	-	1051	195	133	81	196	46	87	85	5	14	118	107	93	91	10	19	30	21	32	39	13	12	75	62	48	12	47	501	3	52	480	3	75	50	88	3	3	191	134	159	359	5	10	106	52	196	35	17	22	263	0	31	2	3	60	52
gene:PF3D7_1449100	14	2008431	2012494	+	4064	1226	813	497	954	494	1003	820	257	82	10102	5422	494	570	104	77	6247	5569	774	602	263	197	6995	4076	966	154	5903	1395	52	2519	1678	75	2901	872	1580	130	121	12569	9279	950	2318	287	488	8364	732	1872	793	243	2556	920	39	1767	1	41	2356	5486
gene:PF3D7_1449200	14	2014670	2015055	+	386	8082	5554	1301	2749	3420	3918	4019	53	133	60153	31001	1940	2050	57	44	11966	10430	1893	1094	317	122	9786	15558	2435	166	7209	4795	29	2273	5806	22	3366	6103	10677	180	208	58981	43658	2443	5488	168	210	26072	2741	4953	2120	249	2927	3188	33	1736	17	10	2793	17656
gene:PF3D7_1449300.1	14	2017311	2019560	+	2250	4100	2932	3203	6561	3898	8117	4679	959	1942	3086	2392	8582	9419	2790	1895	2590	2333	6128	10342	2235	2392	2851	2811	8677	1846	3592	5581	1861	2244	5954	2340	2645	2414	4074	1734	1714	5606	3971	3226	7542	1653	2484	2804	9025	9721	7477	2591	1500	3657	1500	1688	20	1475	2141	1889
gene:PF3D7_1449400	14	2020209	2024137	-	3929	385	266	144	299	177	361	325	1051	477	2716	2185	172	136	160	135	3140	2625	298	203	292	920	3244	2911	365	127	4008	493	681	2923	697	922	3622	307	497	487	533	6544	4656	333	824	1394	2415	3322	253	710	322	216	1687	315	576	2296	2	619	2825	2119
gene:PF3D7_1449500	14	2031087	2033397	+	2311	712	488	572	1192	411	1436	556	1544	1556	2338	2003	424	484	1742	1283	3191	2930	1168	1337	1992	2633	3206	2747	1420	1251	4198	944	2414	3286	1206	2923	3735	353	643	1535	1560	6319	4599	668	1489	1838	3065	2995	1005	1423	1269	1715	1841	607	1878	2422	4	1972	3023	1925
gene:PF3D7_1449600	14	2035116	2036630	-	1515	390	281	115	232	239	383	365	118	34	3475	1918	231	305	246	186	1406	1302	151	179	104	20	938	786	214	69	664	598	330	389	733	366	488	302	481	38	30	5050	3614	175	424	68	106	2517	271	517	169	66	277	354	272	287	3	254	339	1640
gene:PF3D7_1449700	14	2038132	2041542	-	3411	1249	836	1139	2625	1432	3262	1278	1359	1427	1183	1023	2363	2640	2546	1770	2044	1744	2317	3411	2453	2318	2378	1799	2282	1093	2267	2101	2696	1993	2316	3122	2319	627	1126	1400	1442	3318	2441	984	2486	1497	2505	1569	3156	3257	1806	1553	930	1313	2038	1406	6	2156	1761	1053
gene:PF3D7_1449800	14	2043009	2043542	+	534	485	310	412	858	346	902	418	492	817	721	561	582	615	1100	835	764	708	705	1088	955	1048	1097	1020	876	579	1535	528	962	1004	541	1012	1106	237	408	595	655	1828	1386	349	853	574	939	850	794	856	798	873	624	302	732	654	0	712	899	579
