Geneid	Chr	Start	End	Strand	Length	ERR435801	ERR435802	ERR435803	ERR435804	ERR435805	ERR435806	ERR435807	ERR435808
gene:PBANKA_144950	14	1867813	1868559	+	747	1037	10630	740	1964	3621	2893	4473	3537
gene:PBANKA_144960	14	1869389	1870930	+	1542	84	656	47	65	75	65	84	55
gene:PBANKA_144970	14	1871364	1871682	-	319	1031	8249	959	2264	4167	3343	4699	3794
gene:PBANKA_144980	14	1873476	1876571	-	3096	208	1878	76	137	176	153	183	177
gene:PBANKA_144990	14	1879475	1883650	+	4176	1486	9935	1431	562	314	421	386	322
gene:PBANKA_145000	14	1884331	1887297	-	2967	367	2662	182	366	1542	1061	1131	947
gene:PBANKA_145010	14	1888566	1890548	+	1983	333	2661	152	67	57	56	147	110
gene:PBANKA_145020	14	1891811	1893448	+	1638	121	1059	60	84	77	60	93	74
gene:PBANKA_145030	14	1895053	1896654	+	1602	809	9083	283	455	315	531	1457	792
gene:PBANKA_145040	14	1897256	1904911	-	7656	96	647	74	61	84	83	95	58
gene:PBANKA_145050	14	1905887	1909188	-	3302	242	1683	166	275	547	435	514	399
gene:PBANKA_145060	14	1910476	1911351	+	876	122	865	120	131	92	108	137	110
gene:PBANKA_145070	14	1913197	1914390	-	1194	107	949	56	49	30	54	98	66
gene:PBANKA_145080	14	1916774	1919359	-	2586	4816	32382	4422	3200	1991	3206	6464	4600
gene:PBANKA_145090	14	1920907	1922169	+	1263	537	2669	225	258	247	319	817	640
gene:PBANKA_145100	14	1922760	1924796	+	2037	93	729	59	126	192	169	204	171
gene:PBANKA_145110	14	1926423	1927226	-	804	3376	25089	1749	3242	11634	10137	14589	11420
gene:PBANKA_145120	14	1928651	1929350	-	700	3306	28213	3421	8865	20765	15801	25921	21711
gene:PBANKA_145130	14	1930986	1932434	-	1449	664	4029	812	1120	2138	2253	4223	3087
gene:PBANKA_145140	14	1933152	1934964	+	1813	69	361	28	31	65	90	141	100
gene:PBANKA_145150	14	1935331	1936662	-	1332	208	1803	96	215	247	230	354	289
gene:PBANKA_145160	14	1938554	1940569	+	2016	663	4631	329	322	323	355	912	646
gene:PBANKA_145170	14	1940903	1946575	-	5673	169	1262	178	117	46	59	118	82
gene:PBANKA_145180	14	1947930	1952600	+	4671	245	2012	353	197	125	181	277	179
gene:PBANKA_145190	14	1952797	1953995	-	1199	9	108	5	13	14	10	17	5
gene:PBANKA_145200	14	1955004	1956521	+	1518	157	1092	98	171	148	128	179	127
gene:PBANKA_145210	14	1957756	1962315	-	4560	1036	7929	656	164	18	27	84	51
gene:PBANKA_145220	14	1965017	1966923	+	1907	382	2977	543	595	176	188	201	136
gene:PBANKA_145230	14	1968425	1969377	+	953	326	1831	454	674	299	268	312	231
gene:PBANKA_145240	14	1970444	1970906	+	463	54	394	30	73	141	81	71	69
gene:PBANKA_145250	14	1972812	1974980	+	2169	757	6965	549	619	398	640	1241	787
gene:PBANKA_145260	14	1975548	1976228	-	681	41	261	14	19	10	24	42	21
gene:PBANKA_145270	14	1977458	1978756	-	1299	53	432	18	29	20	26	55	47
gene:PBANKA_145280	14	1979911	1982616	+	2706	884	5108	1162	739	243	501	580	426
gene:PBANKA_145290	14	1982962	1984212	-	1251	176	1139	105	158	172	196	262	240
gene:PBANKA_145300	14	1985369	1989013	+	3645	186	1522	166	142	57	96	250	164
gene:PBANKA_145310	14	1989476	1990996	-	1521	87	701	58	57	47	27	46	40
gene:PBANKA_145320.2	14	1993479	1995587	+	2109	0	0	0	0	0	0	0	0
gene:PBANKA_145320.1	14	1993479	1995587	+	2109	0	0	0	0	0	0	0	0
gene:PBANKA_145330	14	1997540	1999804	+	2265	285	2305	133	126	70	68	120	105
gene:PBANKA_145340	14	2001292	2002803	-	1512	2671	20121	854	731	3173	3702	11225	8212
gene:PBANKA_145350	14	2006013	2008358	-	2346	330	2716	209	261	136	162	436	273
gene:PBANKA_145360	14	2010303	2011278	+	976	32	199	13	32	31	31	41	26
gene:PBANKA_145370	14	2016322	2020779	+	4458	99	917	52	12	6	4	11	9
gene:PBANKA_145380	14	2022614	2023243	+	630	15	140	6	23	18	11	12	17
gene:PBANKA_145390	14	2024141	2024698	-	558	76	677	42	74	108	75	96	74
gene:PBANKA_145400	14	2025808	2028573	+	2766	52	412	34	33	13	16	34	12
gene:PBANKA_145410	14	2031216	2033804	+	2589	42	378	54	56	17	15	31	19
gene:PBANKA_145420	14	2036253	2053448	+	17196	433	2821	179	12	8	12	24	14
gene:PBANKA_145430	14	2054517	2057414	-	2898	69	578	51	35	14	20	31	21
gene:PBANKA_145440	14	2058680	2060221	+	1542	28	257	24	18	12	9	15	18
gene:PBANKA_145450	14	2060549	2062168	-	1620	51	556	31	72	42	41	68	32
gene:PBANKA_145460	14	2063324	2070467	-	7144	83	699	48	35	19	14	42	18
gene:PBANKA_145470	14	2071816	2073477	-	1662	6	71	5	16	25	20	14	16
gene:PBANKA_145480	14	2075162	2080726	-	5565	350	3208	196	40	8	6	28	13
gene:PBANKA_145490	14	2085535	2086935	-	1401	78	542	85	101	42	66	73	49
gene:PBANKA_145500	14	2087935	2089422	+	1488	49	345	39	84	96	77	68	65
gene:PBANKA_145510	14	2091359	2092601	+	1243	21	218	6	18	23	13	21	25
gene:PBANKA_145520	14	2093177	2095756	-	2580	259	2172	405	257	112	124	213	139
gene:PBANKA_145530	14	2097415	2098641	+	1227	343	2629	537	818	342	401	455	348
gene:PBANKA_145540	14	2099364	2100914	-	1551	396	2891	319	326	150	202	348	305
gene:PBANKA_145550	14	2102454	2102678	+	225	34	191	28	20	10	13	23	14
gene:PBANKA_145560	14	2102924	2104882	+	1959	321	2262	304	232	70	101	206	138
gene:PBANKA_145570	14	2105291	2106602	-	1312	25	156	13	29	130	105	142	111
gene:PBANKA_145580	14	2107482	2109239	+	1758	22	187	7	7	8	17	33	22
gene:PBANKA_145590	14	2110075	2111229	+	1155	31	356	18	45	37	37	38	28
gene:PBANKA_145600	14	2111761	2113524	+	1764	28	214	42	93	38	39	26	24
gene:PBANKA_145610	14	2114620	2115405	+	786	64	734	91	182	176	148	168	111
gene:PBANKA_145620	14	2116418	2118403	-	1986	226	2400	118	270	116	97	110	81
gene:PBANKA_145630	14	2119757	2120466	-	710	68	608	60	188	239	185	185	171
gene:PBANKA_145640	14	2122130	2123107	+	978	43	302	27	36	25	24	37	27
gene:PBANKA_145650	14	2123869	2124636	-	768	72	433	85	158	341	325	274	212
gene:PBANKA_145660	14	2125555	2125806	+	252	10	84	6	21	39	29	18	9
gene:PBANKA_145670	14	2126557	2126969	-	413	2652	11693	5367	5377	35773	24823	31725	25837
gene:PBANKA_145680	14	2128742	2130483	-	1742	1000	7148	1267	2017	1447	1324	1496	1143
gene:PBANKA_145690	14	2133409	2134373	+	965	1831	14821	3638	6239	9768	7663	15398	12811
gene:PBANKA_145700	14	2135696	2136934	+	1239	65	739	41	64	78	69	60	41
gene:PBANKA_145710	14	2137580	2139108	-	1529	31	255	11	19	5	9	15	13
gene:PBANKA_145720	14	2140304	2146323	-	6020	151	1292	87	12	13	14	32	16
gene:PBANKA_145730	14	2147815	2150993	-	3179	96	724	39	46	31	43	24	22
gene:PBANKA_145740	14	2152222	2156386	+	4165	24	192	11	5	7	8	9	5
gene:PBANKA_145750	14	2156854	2159643	-	2790	229	1894	143	113	17	29	40	37
gene:PBANKA_145760	14	2163180	2166822	+	3643	67	381	36	20	6	14	16	16
gene:PBANKA_145770	14	2167182	2169506	-	2325	17912	133343	23241	22660	5652	8754	19073	13443
gene:PBANKA_145780	14	2171294	2172184	-	891	136	1227	122	176	52	52	82	50
gene:PBANKA_145790	14	2174200	2175211	+	1012	33	246	83	68	75	93	105	91
gene:PBANKA_145800	14	2175499	2177631	-	2133	103	728	190	284	155	159	177	140
gene:PBANKA_145810	14	2179062	2182191	+	3130	84	500	53	55	45	54	57	42
gene:PBANKA_145820	14	2182183	2183430	-	1248	93	804	53	61	75	80	77	67
gene:PBANKA_145830	14	2185276	2188624	+	3349	811	5946	323	208	82	159	281	201
gene:PBANKA_145840	14	2189236	2193078	-	3843	50	423	19	34	46	39	46	24
gene:PBANKA_145850	14	2193622	2194382	+	761	86	426	36	84	119	74	68	62
gene:PBANKA_145860	14	2195116	2196123	+	1008	88	629	112	117	116	104	147	113
gene:PBANKA_145870	14	2197122	2200116	+	2995	235	1356	177	230	665	775	756	566
gene:PBANKA_145880	14	2200589	2204833	-	4245	192	1180	119	39	24	39	65	43
gene:PBANKA_145890	14	2207536	2209079	+	1544	117	897	57	91	67	74	100	78
gene:PBANKA_145900	14	2209873	2210769	+	897	115	747	107	160	225	244	343	232
gene:PBANKA_145910	14	2211389	2213385	+	1997	343	1789	177	229	365	413	818	660
gene:PBANKA_145920	14	2214384	2216498	+	2115	267	1505	92	66	55	85	263	172
gene:PBANKA_145930	14	2218445	2219575	+	1131	1830	22162	773	2215	2558	2132	3685	2572
gene:PBANKA_145940	14	2222242	2226112	+	3871	124	899	64	107	174	151	204	139
gene:PBANKA_145950	14	2228482	2229096	+	615	11451	96012	6399	15077	44987	36882	47847	40844
gene:PBANKA_145960	14	2229885	2231471	-	1587	73	601	35	50	45	48	60	50
gene:PBANKA_145970	14	2232852	2234207	+	1356	100	731	78	67	55	81	92	70
gene:PBANKA_145980	14	2235324	2236442	+	1119	503	3182	380	587	1462	1393	1711	1233
gene:PBANKA_145990	14	2237739	2238933	+	1195	127	787	71	143	178	140	189	124
gene:PBANKA_146000	14	2239872	2242178	-	2307	2611	14281	2522	1526	1152	1734	3218	2373
gene:PBANKA_146010	14	2244012	2244895	+	884	457	2306	231	344	736	660	1161	841
gene:PBANKA_146020	14	2245313	2245804	-	492	236	1208	274	430	545	508	444	384
gene:PBANKA_146030	14	2246491	2248297	+	1807	76	391	31	51	48	35	40	35
gene:PBANKA_146040	14	2248833	2249753	-	921	148	1018	74	73	78	73	152	102
gene:PBANKA_146050	14	2253038	2255170	+	2133	408	3310	193	182	50	50	104	82
gene:PBANKA_146060	14	2255784	2257217	-	1434	283	1852	223	311	682	626	699	581
gene:PBANKA_146070	14	2258180	2260720	+	2541	131	977	111	34	68	73	136	92
gene:PBANKA_146080	14	2261745	2262389	+	645	53	303	36	79	75	51	67	58
gene:PBANKA_146090	14	2262807	2263385	+	579	26	126	10	22	43	27	33	36
gene:PBANKA_146100	14	2263904	2265058	+	1155	2331	15516	2599	3678	4547	4647	7477	5809
gene:PBANKA_146110	14	2266159	2267316	+	1158	804	5908	933	1185	1288	1203	2032	1482
gene:PBANKA_146120	14	2268074	2268487	-	414	246	1911	112	177	181	156	217	205
gene:PBANKA_146130	14	2270090	2270953	+	864	6652	54817	3113	5063	14326	13203	23070	17536
gene:PBANKA_146140	14	2272120	2272974	-	855	1260	9983	956	2093	3945	2878	5500	4367
gene:PBANKA_146150	14	2276176	2278588	+	2413	134	958	63	137	393	289	356	307
gene:PBANKA_146160	14	2281822	2286489	+	4668	697	3935	1125	156	15	34	113	53
gene:PBANKA_146170	14	2287791	2288078	+	288	74	466	53	83	213	172	265	198
gene:PBANKA_146180	14	2288525	2289793	-	1269	927	9067	457	672	743	789	1721	1169
gene:PBANKA_146190	14	2291280	2293349	-	2070	61	381	61	71	43	40	34	33
gene:PBANKA_146200	14	2294631	2295770	+	1140	192	1237	333	425	326	303	341	232
gene:PBANKA_146205	14	2296370	2296825	+	456	0	2	4	1	10	11	23	11
gene:PBANKA_146210	14	2297059	2297499	+	441	0	0	0	0	0	0	0	1
gene:PBANKA_146220	14	2300177	2302557	+	2381	593	4424	629	550	162	196	431	309
gene:PBANKA_146230	14	2303623	2304045	-	423	224	1411	152	201	203	218	402	327
gene:PBANKA_146240	14	2304395	2305815	-	1421	220	1164	149	405	940	779	1016	859
gene:PBANKA_146250	14	2306223	2308719	-	2497	40	317	23	18	13	15	30	27
gene:PBANKA_146260	14	2309996	2312209	-	2214	32	339	19	16	6	8	6	4
gene:PBANKA_146270	14	2316332	2323315	-	6984	724	5679	929	226	82	135	215	133
gene:PBANKA_146280	14	2324685	2326097	-	1413	488	4242	795	1305	1010	945	1301	1019
gene:PBANKA_146290	14	2326928	2327443	+	516	924	6833	1219	1938	3528	2919	4326	3158
gene:PBANKA_146300	14	2327865	2335685	-	7821	6327	47530	2779	350	82	158	874	418
gene:PBANKA_146310	14	2339732	2343092	+	3361	811	6112	711	589	475	527	1259	967
gene:PBANKA_146320	14	2345216	2346293	+	1078	359	2833	172	245	169	200	310	214
gene:PBANKA_146330	14	2347200	2349152	+	1953	311	1165	266	199	101	205	175	113
gene:PBANKA_146340	14	2349970	2351035	+	1066	64	635	43	41	63	54	79	74
gene:PBANKA_146350	14	2351580	2353172	-	1593	332	2337	193	435	725	627	952	706
gene:PBANKA_146360	14	2354427	2355145	+	719	10	40	5	4	5	8	6	2
gene:PBANKA_146370	14	2356275	2361083	+	4809	1081	7066	624	156	89	182	361	270
gene:PBANKA_146380	14	2362329	2363672	-	1344	54	381	26	27	30	24	28	27
gene:PBANKA_146390	14	2364681	2366303	-	1623	524	3436	363	820	2073	1643	2602	2299
gene:PBANKA_146400	14	2368231	2368907	+	677	72	538	52	70	90	71	169	140
gene:PBANKA_146410	14	2369913	2371733	+	1821	15	107	4	8	7	7	16	9
gene:PBANKA_146420	14	2372492	2373933	-	1442	19	185	10	36	39	38	36	26
gene:PBANKA_146430	14	2374734	2375282	-	549	8	34	22	10	10	6	6	6
gene:PBANKA_146440	14	2376292	2377136	-	845	32	189	70	48	20	26	23	25
gene:PBANKA_146450	14	2378316	2380268	+	1953	209	1431	504	351	118	130	209	170
gene:PBANKA_146460	14	2381442	2383166	+	1725	49	317	39	32	12	13	25	18
gene:PBANKA_146470	14	2384467	2386450	-	1984	7	68	3	4	6	5	7	6
gene:PBANKA_146480	14	2387469	2389109	-	1641	164	1052	282	226	77	126	137	102
gene:PBANKA_146490	14	2393079	2400993	-	7915	329	3227	137	54	22	19	37	17
gene:PBANKA_146500	14	2406203	2408933	+	2731	19	117	16	15	22	15	42	41
gene:PBANKA_146510	14	2415320	2416290	-	971	4	77	3	7	4	5	4	2
gene:PBANKA_146520	14	2420029	2421121	+	1093	2	9	2	4	2	2	1	1
gene:PBANKA_146540	14	2426715	2427631	+	917	2	4	1	0	2	1	2	0
gene:PBANKA_146550	14	2430659	2431814	+	1156	1	8	2	0	3	1	2	2
gene:PBANKA_146560	14	2434548	2436622	+	2075	0	3	1	1	2	3	3	0
gene:PBANKA_146570	14	2437597	2438848	-	1252	26	181	3	2	19	21	0	2
gene:PBANKA_146580	14	2442458	2443584	+	1127	0	2	0	0	0	0	0	1
gene:PBANKA_146590	14	2446336	2449149	+	2814	8	38	1	0	4	3	1	1
gene:PBANKA_146600	14	2453083	2454219	+	1137	1	7	0	0	3	1	1	0
gene:PBANKA_146610	14	2456643	2457747	+	1105	1	2	1	1	1	0	2	0
gene:PBANKA_020010	2	2323	3536	-	1214	1	6	1	2	0	2	5	1
gene:PBANKA_020020	2	6962	8584	+	1623	27	151	24	29	112	80	225	170
gene:PBANKA_020030	2	9297	11856	-	2560	0	12	2	0	6	0	3	3
gene:PBANKA_020040	2	17824	19039	+	1216	19	152	8	10	15	16	10	6
gene:PBANKA_020060	2	24811	26305	+	1495	104	1004	39	73	102	101	73	78
gene:PBANKA_020065	2	27764	29333	+	1570	1	4	0	0	2	0	2	2
gene:PBANKA_020070	2	34024	34942	-	919	4	30	1	0	1	3	1	0
gene:PBANKA_020080	2	36988	37937	-	950	7	48	1	7	5	1	2	1
gene:PBANKA_020090	2	44788	50271	+	5484	242	2075	124	4	0	2	7	4
gene:PBANKA_020100	2	55159	56113	-	955	8	65	2	7	14	5	16	10
gene:PBANKA_020130	2	73678	75048	+	1371	18	191	10	30	29	21	27	15
gene:PBANKA_020134	2	76533	76992	-	460	12	133	7	8	19	6	11	8
gene:PBANKA_020150	2	88782	89651	-	870	12	136	14	26	12	10	5	7
gene:PBANKA_020160	2	92895	93428	-	534	484	5000	336	786	472	422	523	410
gene:PBANKA_020170	2	100586	100843	-	258	3614	20867	6276	11175	10357	8802	10486	8321
gene:PBANKA_020180	2	102186	104092	+	1907	107	620	61	70	32	31	75	45
gene:PBANKA_020190	2	104236	104712	+	477	159	1342	89	224	594	524	546	380
gene:PBANKA_020200	2	105741	108198	-	2458	501	3297	268	399	805	817	1056	877
gene:PBANKA_020210	2	109354	109704	+	351	12	79	4	5	2	10	9	8
gene:PBANKA_020220	2	109977	110780	+	804	55	269	18	29	138	119	137	104
gene:PBANKA_020230	2	111412	112992	+	1581	60	454	37	51	51	40	60	43
gene:PBANKA_020240	2	113995	115617	-	1623	634	5545	404	497	295	339	642	502
gene:PBANKA_020250	2	117770	120901	+	3132	106	702	54	32	20	23	42	31
gene:PBANKA_020260	2	121536	122219	+	684	30	162	42	93	289	230	152	167
gene:PBANKA_020270	2	123355	128173	+	4819	99	842	49	11	4	4	26	16
gene:PBANKA_020280	2	128749	129354	+	606	152	1006	121	156	112	106	190	151
gene:PBANKA_020290	2	129676	130976	-	1301	850	7052	631	1028	699	667	1127	802
gene:PBANKA_020300	2	134161	135501	+	1341	375	3566	113	119	140	168	355	245
gene:PBANKA_020310	2	136764	141095	-	4332	367	2627	324	209	141	114	111	103
gene:PBANKA_020320	2	142680	146136	-	3457	56	572	38	34	10	22	26	18
gene:PBANKA_020330	2	147380	148265	+	886	169	1060	53	102	213	205	568	403
gene:PBANKA_020340	2	148666	149085	-	420	1390	8656	1038	1857	4046	3388	4979	3844
gene:PBANKA_020350	2	150018	152117	+	2100	1345	8689	1052	1039	1038	1202	2348	1746
gene:PBANKA_020360	2	152290	152979	-	690	535	4324	253	439	404	465	691	501
gene:PBANKA_020370	2	153539	158043	-	4505	573	4410	306	608	1673	1425	1885	1399
gene:PBANKA_020380	2	158739	160406	-	1668	92	592	70	60	31	21	35	26
gene:PBANKA_020390	2	161447	162289	+	843	121	527	62	84	41	36	39	33
gene:PBANKA_020400	2	163011	163646	+	636	59	309	26	47	53	38	65	48
gene:PBANKA_020410	2	164228	164878	+	651	1455	9693	1795	4120	8351	6222	6547	5362
gene:PBANKA_020420	2	165927	166586	+	660	183	1183	114	177	259	210	195	178
gene:PBANKA_020440	2	169092	169817	+	726	100	941	36	35	15	26	41	26
gene:PBANKA_020450	2	169994	173221	-	3228	538	5400	268	152	37	60	147	110
gene:PBANKA_020460	2	174635	175303	-	669	5293	48242	3021	7759	25665	20346	37056	30677
gene:PBANKA_020470	2	177211	179654	-	2444	718	5274	512	678	550	481	761	573
gene:PBANKA_020480	2	180932	184142	+	3211	2199	13834	2228	1468	912	1127	2077	1437
gene:PBANKA_020490	2	184652	186425	+	1774	309	1604	282	432	544	470	578	473
gene:PBANKA_020500	2	187009	187527	-	519	333	2408	466	769	641	621	609	463
gene:PBANKA_020510	2	188819	190960	+	2142	256	1206	124	188	214	198	340	266
gene:PBANKA_020520	2	191674	197328	-	5655	2445	17960	1315	155	52	91	614	315
gene:PBANKA_020530	2	200117	202105	-	1989	121	1032	73	95	97	66	76	70
gene:PBANKA_020540	2	203186	204233	+	1048	253	2134	117	317	296	283	362	335
gene:PBANKA_020550	2	204973	205752	+	780	40	185	68	72	138	105	127	102
gene:PBANKA_020560	2	205762	208914	-	3153	59	448	52	37	77	72	103	70
gene:PBANKA_020570	2	209618	210880	-	1263	99	590	52	52	37	47	115	78
gene:PBANKA_020580	2	211684	219858	-	8175	2266	13425	1046	150	126	220	548	347
gene:PBANKA_020590	2	225206	229614	+	4409	391	2989	226	236	175	165	309	206
gene:PBANKA_020600	2	230414	230923	-	510	167	1143	65	142	73	71	97	70
gene:PBANKA_020610	2	232142	234136	-	1995	290	1799	137	295	641	477	666	526
gene:PBANKA_020620	2	234585	236018	+	1434	100	583	47	57	56	62	94	79
gene:PBANKA_020630	2	236268	237716	-	1449	296	1822	162	423	939	729	724	680
gene:PBANKA_020640	2	238719	240647	-	1929	152	1136	82	81	26	29	55	28
gene:PBANKA_020650	2	241878	243785	-	1908	68	526	40	105	244	194	257	213
gene:PBANKA_020660	2	245186	248743	-	3558	280	1846	397	118	10	44	55	41
gene:PBANKA_020670	2	249780	250598	-	819	9	86	6	8	25	16	27	26
gene:PBANKA_020680	2	251293	255231	-	3939	536	3548	338	162	29	63	255	152
gene:PBANKA_020690	2	256491	257429	-	939	20	176	31	90	20	16	30	20
gene:PBANKA_020700	2	260115	263673	+	3559	505	4734	231	188	102	126	282	162
gene:PBANKA_020710	2	264434	265261	+	828	21	130	16	19	31	35	28	20
gene:PBANKA_020720	2	266408	267559	+	1152	62	720	47	62	30	38	33	13
gene:PBANKA_020730	2	268979	271072	+	2094	558	3072	480	666	2481	2111	2779	2549
gene:PBANKA_020740	2	271526	273061	-	1536	83	574	61	61	57	63	71	65
gene:PBANKA_020750	2	275190	277746	+	2557	133	1093	62	39	13	18	33	24
gene:PBANKA_020760	2	278985	285542	-	6558	2515	20197	1129	77	34	41	318	181
gene:PBANKA_020770	2	289386	293390	+	4005	1240	8173	650	549	603	893	2359	1680
gene:PBANKA_020780	2	294399	295388	+	990	13	131	10	15	36	24	22	17
gene:PBANKA_020790	2	296109	296689	+	581	81	509	45	108	182	138	80	59
gene:PBANKA_020800	2	297447	298197	+	751	147	1076	64	120	115	79	56	64
gene:PBANKA_020810	2	299262	300932	+	1671	537	3814	374	489	254	262	435	323
gene:PBANKA_020820	2	301489	301917	-	429	186	1003	56	200	401	311	274	266
gene:PBANKA_020830	2	304566	306086	-	1521	82	585	32	13	4	11	21	18
gene:PBANKA_020840	2	307371	309245	-	1875	450	3454	185	231	263	283	463	365
gene:PBANKA_020850	2	310016	313813	-	3798	109	784	53	105	184	156	147	133
gene:PBANKA_020860	2	314358	315179	+	822	32	178	57	80	71	43	48	50
gene:PBANKA_020870	2	315520	316998	-	1479	42	368	10	40	40	27	43	27
gene:PBANKA_020880	2	318179	327224	-	9046	1074	5242	707	255	59	126	104	74
gene:PBANKA_020890	2	330724	332049	+	1326	656	3655	491	1049	544	512	779	640
gene:PBANKA_020900	2	333045	335586	-	2542	270	1728	136	203	244	204	218	198
gene:PBANKA_020910	2	337590	338398	-	809	1150	5705	545	1316	3048	2305	2923	2342
gene:PBANKA_020920	2	339405	340922	-	1518	246	1591	117	155	134	155	153	131
gene:PBANKA_020930	2	343197	345414	+	2218	1300	11300	606	1457	2294	2060	3649	2663
gene:PBANKA_020940	2	345917	348077	-	2161	89	329	51	94	166	163	125	116
gene:PBANKA_020950	2	348364	351747	-	3384	357	2028	639	324	71	136	156	108
gene:PBANKA_020960	2	352021	357427	-	5407	161	864	117	205	148	97	167	117
gene:PBANKA_020970	2	359286	363899	+	4614	8101	55050	8274	899	514	900	2758	1638
gene:PBANKA_020980	2	364824	367052	+	2229	1576	10856	1213	104	84	99	306	165
gene:PBANKA_020990	2	368769	370240	+	1472	130	871	39	82	82	60	65	60
gene:PBANKA_021000	2	371339	375226	+	3888	280	1549	209	164	194	295	411	285
gene:PBANKA_021010	2	375887	377625	+	1739	140	1068	79	139	187	172	195	180
gene:PBANKA_021020	2	378689	380749	+	2061	617	3942	369	343	376	447	972	659
gene:PBANKA_021030	2	381727	383211	+	1485	236	1393	167	188	481	385	516	367
gene:PBANKA_021040	2	384409	387729	+	3321	707	4063	346	290	120	215	461	286
gene:PBANKA_021050	2	387904	400929	-	13026	68	467	35	34	19	20	40	27
gene:PBANKA_021060	2	402297	411058	-	8762	502	4033	310	211	453	476	599	361
gene:PBANKA_021070	2	414110	416318	+	2209	56	476	41	31	26	24	31	25
gene:PBANKA_021080	2	416762	417274	-	513	85	606	32	72	57	68	41	35
gene:PBANKA_021090	2	417482	418091	-	610	19	78	4	13	13	18	12	15
gene:PBANKA_021100	2	419259	420575	+	1317	72	539	39	71	42	54	65	67
gene:PBANKA_021110	2	421006	423825	-	2820	152	855	231	148	32	41	67	46
gene:PBANKA_021120	2	424656	427307	-	2652	155	1158	81	77	30	56	97	79
gene:PBANKA_021130	2	428549	430174	-	1626	821	6944	529	589	310	370	720	463
gene:PBANKA_021140	2	431122	433443	-	2322	274	1312	152	257	644	599	736	583
gene:PBANKA_021150	2	434470	435590	+	1121	765	6814	449	885	1247	1187	1601	1319
gene:PBANKA_021160	2	436166	438328	-	2163	168	1413	165	108	79	95	146	76
gene:PBANKA_021170	2	439344	442673	+	3330	64	404	41	59	18	25	30	42
gene:PBANKA_021180	2	443244	445709	-	2466	42	331	28	11	8	6	16	9
gene:PBANKA_021190	2	447566	452518	+	4953	116	855	47	37	25	19	31	17
gene:PBANKA_021200	2	454625	460033	+	5409	99	496	83	53	48	49	100	69
gene:PBANKA_021210	2	461287	462567	-	1281	358	2656	256	500	386	374	406	270
gene:PBANKA_021220	2	463879	479337	-	15459	223	1746	123	30	22	34	36	16
gene:PBANKA_021230	2	480819	482614	+	1796	68	573	36	54	41	53	63	43
gene:PBANKA_021240	2	483202	483912	-	711	154	1207	88	157	118	110	179	109
gene:PBANKA_021250	2	484741	485247	+	507	64	425	29	79	177	123	144	112
gene:PBANKA_021260	2	485482	486487	-	1006	45	368	35	59	83	65	88	54
gene:PBANKA_021270	2	488250	494141	+	5892	852	5677	683	108	53	71	125	96
gene:PBANKA_021280	2	494884	497385	-	2502	123	748	42	43	30	34	39	25
gene:PBANKA_021290	2	498958	500558	+	1601	470	3187	219	360	417	385	353	291
gene:PBANKA_021300	2	500638	503224	-	2587	193	1494	75	159	676	566	784	609
gene:PBANKA_021310	2	503821	505075	+	1255	6	68	4	8	18	19	18	15
gene:PBANKA_021320	2	506400	513443	+	7044	192	1732	83	6	9	2	9	6
gene:PBANKA_021330	2	514669	515571	+	903	5	37	2	6	8	10	8	9
gene:PBANKA_021340	2	516195	518666	-	2472	875	6336	979	807	184	276	422	306
gene:PBANKA_021350	2	519920	520969	+	1050	389	2625	606	645	436	401	424	357
