Geneid	Chr	Start	End	Strand	Length	SRR1605330	SRR1605331	SRR1605332	SRR1605333	SRR1605334	SRR1605335	SRR1605336	SRR1605337	SRR1605338	SRR1605339	SRR1605340	SRR1605341	SRR1605342	SRR1605343	SRR1605344	SRR1605345	SRR1605346	SRR1605347
PF3D7_1439600	14	1612521	1613063	-	543	39	103	171	234	203	192	37	30	149	164	240	247	32	48	166	230	300	370
PF3D7_1439700	14	1613853	1615542	-	1690	30	38	242	284	95	121	8	10	149	173	118	127	17	15	232	305	107	125
PF3D7_1439800	14	1618819	1619794	+	976	164	160	632	875	418	514	227	198	635	514	562	597	382	348	1205	1287	636	668
PF3D7_1439900	14	1622576	1623612	+	1037	846	984	1710	1489	286	339	1358	1071	1230	1312	278	289	733	666	692	860	363	572
PF3D7_1440000	14	1624187	1631367	-	7181	4	30	54	59	72	72	1	3	55	52	41	58	3	2	43	56	40	42
PF3D7_1440100	14	1633211	1636255	-	3045	30	105	176	151	355	285	3	10	124	129	178	140	16	5	163	182	212	133
PF3D7_1440300	14	1639477	1641760	+	2284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1440200	14	1639477	1647167	+	7691	2	4	23	24	24	39	0	1	21	14	14	13	2	2	45	70	18	15
PF3D7_1440400	14	1647673	1651694	-	4022	8	32	32	29	151	98	0	3	28	27	74	68	3	7	35	39	112	89
PF3D7_1440500	14	1654047	1655708	+	1662	8	24	47	26	40	33	17	15	22	12	39	65	55	53	145	167	29	25
PF3D7_1440600	14	1656434	1659740	+	3307	3	1	12	6	8	7	2	0	3	4	4	3	0	1	7	4	7	3
PF3D7_1440700	14	1660095	1662296	-	2202	27	21	213	215	106	122	17	8	97	106	118	109	24	21	180	174	136	107
PF3D7_1440800	14	1665463	1667543	+	2081	23	26	69	97	78	79	20	11	42	26	68	79	25	22	119	125	63	81
PF3D7_1440900	14	1668591	1669963	+	1373	27	56	13	16	95	81	6	7	5	3	73	48	19	18	10	14	72	58
PF3D7_1441000	14	1669980	1671650	-	1671	32	47	31	24	31	21	23	15	10	11	22	5	16	20	18	18	16	6
PF3D7_1441100	14	1673386	1674069	-	684	975	2978	1549	1168	574	649	2765	2497	1778	1386	768	1042	2144	2069	1572	1826	974	1338
PF3D7_1441200	14	1678662	1679486	+	825	410	426	591	382	140	141	547	428	379	373	97	66	320	331	188	235	117	173
PF3D7_1441300	14	1681791	1689157	+	7367	12	26	20	19	100	69	6	1	14	14	28	26	4	5	6	10	90	30
PF3D7_1441400	14	1690993	1692513	+	1521	52	72	287	247	110	106	37	39	336	275	119	144	28	36	303	359	102	138
PF3D7_1441500	14	1693137	1695192	-	2056	35	40	163	212	106	99	47	42	105	105	127	110	62	55	197	202	146	114
PF3D7_1441600	14	1696304	1698013	-	1710	7	9	27	23	50	39	2	1	11	12	31	28	8	4	25	29	34	23
PF3D7_1441700	14	1700674	1702050	+	1377	2	5	9	21	5	9	3	1	13	10	6	16	3	3	22	15	9	4
PF3D7_1441800	14	1702609	1703809	-	1201	7	23	90	109	53	54	5	10	56	61	55	43	8	8	80	96	52	41
PF3D7_1441900	14	1704594	1704797	+	204	14	27	42	39	14	16	34	24	34	42	36	40	44	39	60	51	25	29
PF3D7_1442000	14	1705126	1705783	-	658	25	19	44	46	11	12	22	22	32	19	4	5	22	21	22	36	3	10
PF3D7_1442100	14	1706520	1707512	-	993	6	10	85	118	34	37	15	5	88	63	43	48	10	7	60	83	57	61
PF3D7_1442200	14	1708528	1711530	-	3003	15	57	41	54	49	36	7	4	64	79	27	21	3	5	40	87	19	16
PF3D7_1442300	14	1712626	1714065	-	1440	276	412	404	317	136	125	271	236	255	269	104	98	238	294	270	390	143	147
PF3D7_1442400	14	1717171	1723512	+	6342	33	69	62	45	239	170	1	3	43	49	50	60	11	16	93	162	102	35
PF3D7_1442500	14	1724402	1727413	-	3012	16	9	76	68	33	29	11	5	55	44	12	29	9	11	84	91	11	15
PF3D7_1442600	14	1730087	1740916	+	10830	4	11	8	6	30	20	2	2	13	5	6	8	0	1	16	18	7	2
PF3D7_1442700	14	1742113	1749790	+	7678	9	28	47	37	99	78	0	2	61	53	25	35	0	3	32	38	34	24
PF3D7_1442800	14	1750209	1751417	-	1209	1	2	4	1	0	1	1	1	0	0	0	0	0	0	0	1	2	0
PF3D7_1442900	14	1753510	1763664	+	10155	188	519	186	115	439	288	100	97	216	195	149	234	128	161	206	312	224	181
PF3D7_1443000	14	1764316	1768122	-	3807	9	31	19	19	93	56	1	1	13	23	32	24	1	0	18	18	49	43
PF3D7_1443100	14	1769626	1771350	-	1725	41	73	84	90	125	103	23	25	86	97	71	80	30	31	85	105	103	67
PF3D7_1443200	14	1773276	1775197	+	1922	8	12	32	44	13	9	3	0	26	24	9	4	4	2	21	36	7	4
PF3D7_1443300	14	1776010	1776662	+	653	152	164	138	157	39	49	369	235	113	112	19	28	335	266	90	96	34	37
PF3D7_1443400	14	1776958	1779606	-	2649	38	48	320	371	220	161	14	11	262	300	180	172	22	11	281	348	208	161
PF3D7_1443500	14	1780992	1783580	-	2589	8	7	45	44	31	21	1	1	35	43	11	11	3	0	33	51	3	7
PF3D7_1443600	14	1784933	1790629	-	5697	3	7	21	26	33	36	0	0	17	19	17	14	0	1	15	24	15	7
PF3D7_1443700	14	1791911	1793004	-	1094	14	25	76	97	56	69	6	4	44	40	49	52	7	2	64	71	55	63
PF3D7_1443800	14	1794708	1795934	-	1227	14	47	78	72	56	47	11	16	91	89	64	55	22	25	71	111	68	41
PF3D7_1443900	14	1797288	1800071	+	2784	38	56	174	189	75	84	9	16	183	168	74	81	13	20	241	283	104	72
PF3D7_1444000	14	1800831	1801887	+	1057	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PF3D7_1444100	14	1801961	1825326	-	23366	13	24	27	12	168	87	3	8	18	24	32	36	3	5	22	27	59	48
PF3D7_1444200	14	1826127	1827163	+	1037	9	26	3	5	17	22	1	5	4	3	20	11	2	2	13	18	19	22
PF3D7_1444300	14	1828579	1829962	+	1384	104	326	326	468	306	337	198	125	255	203	361	423	279	267	359	346	418	609
PF3D7_1444400	14	1831009	1832803	+	1795	13	19	22	14	18	13	5	2	3	4	9	17	10	13	5	9	6	18
PF3D7_1444500	14	1833782	1838598	-	4817	30	118	63	36	62	55	17	20	34	39	58	59	30	29	67	117	59	36
PF3D7_1444600	14	1841029	1841592	+	564	0	2	5	12	2	4	0	0	3	1	0	4	1	0	6	7	6	0
PF3D7_1444700	14	1841960	1842906	+	947	24	35	128	165	64	76	13	16	76	86	73	60	20	16	123	105	50	67
PF3D7_1444800	14	1844041	1845617	-	1577	2796	4861	6934	5424	3751	4333	3639	3100	4768	4431	4165	2784	3819	3708	3746	4191	5175	4628
PF3D7_1444900	14	1848315	1848833	+	519	6	3	16	15	1	11	3	0	2	10	6	4	2	1	6	3	2	2
PF3D7_1445000	14	1849172	1850392	-	1221	7	5	29	31	27	31	0	2	12	23	19	20	1	3	17	21	27	22
PF3D7_1445100	14	1851656	1855054	-	3399	143	99	104	103	37	50	54	82	76	96	35	42	80	78	109	144	37	30
PF3D7_1445200	14	1856700	1859308	+	2609	130	182	93	67	38	36	88	74	80	95	13	40	77	99	57	104	23	22
PF3D7_1445300	14	1860148	1862095	+	1948	9	11	85	109	23	38	2	3	69	74	12	8	7	4	68	83	10	15
PF3D7_1445400	14	1862775	1865420	-	2646	455	765	333	349	455	324	398	339	267	271	304	235	400	432	383	466	332	214
PF3D7_1445500	14	1867616	1868065	+	450	57	66	21	36	39	40	97	57	19	23	45	23	108	80	38	41	34	30
PF3D7_1445600	14	1871778	1874381	+	2604	522	550	274	403	348	336	403	373	166	193	250	171	281	297	137	183	351	223
PF3D7_1445700	14	1875421	1876874	-	1454	424	556	568	611	142	168	596	481	414	396	131	113	431	450	341	429	138	150
PF3D7_1445800	14	1878658	1882577	-	3920	9	15	24	15	34	28	6	4	8	11	8	5	3	7	4	9	15	11
PF3D7_1445900	14	1885443	1888323	+	2881	587	855	690	711	180	188	665	569	467	492	148	134	426	501	517	684	159	141
PF3D7_1446100	14	1889978	1892108	-	2131	6	17	0	0	5	13	2	6	1	1	3	1	3	3	2	3	3	0
PF3D7_1446200	14	1893200	1895017	-	1818	1694	1502	1839	1457	348	394	2176	1716	1319	1317	238	167	841	876	519	554	325	342
PF3D7_1446300	14	1898351	1901926	+	3576	79	90	44	36	85	48	21	21	21	25	54	75	18	13	40	58	66	69
PF3D7_1446400	14	1902916	1904163	-	1248	22	16	38	51	30	42	27	15	50	21	16	11	16	13	88	94	28	19
PF3D7_1446500	14	1907197	1916202	+	9006	46	105	139	67	90	73	26	21	99	98	57	43	22	29	95	152	75	37
PF3D7_1446600	14	1917232	1918010	-	779	97	288	297	445	460	455	88	49	215	214	509	441	119	110	289	329	585	711
PF3D7_1446700	14	1919583	1921645	-	2063	40	80	140	149	153	149	10	10	96	118	133	143	25	26	125	148	169	153
PF3D7_1446800	14	1922959	1923782	+	824	9	28	98	148	62	76	8	3	84	87	56	56	8	8	63	81	48	62
PF3D7_1446900	14	1924425	1926650	-	2226	239	100	234	214	126	160	203	170	158	168	202	163	100	123	137	204	208	218
PF3D7_1447000	14	1929931	1931379	+	1449	1856	2046	2494	2305	601	707	3985	3015	2189	2093	826	821	2826	2841	1866	2095	789	1079
PF3D7_1447100	14	1932421	1933200	-	780	92	168	98	174	53	73	217	179	106	98	76	75	284	242	175	218	77	74
PF3D7_1447200	14	1933985	1935775	+	1791	174	274	229	313	113	178	344	266	257	216	152	114	327	344	347	388	198	125
PF3D7_1447300	14	1936888	1937374	+	487	23	8	71	70	15	31	22	9	74	67	18	29	19	24	102	89	14	36
PF3D7_1447400	14	1937706	1939117	-	1412	31	33	23	31	3	7	30	25	11	24	0	6	48	46	22	21	1	4
PF3D7_1447500	14	1941056	1941686	+	631	13	6	1	2	0	6	7	5	1	2	5	5	8	6	6	10	5	4
PF3D7_1447600	14	1942151	1942963	-	813	4	3	3	0	9	13	3	3	0	1	3	6	2	3	2	2	7	13
PF3D7_1447700	14	1943936	1944964	-	1029	9	24	49	54	32	22	3	6	20	20	28	21	5	4	27	26	34	47
PF3D7_1447800	14	1947246	1953206	+	5961	10	10	17	19	39	28	1	5	8	8	13	4	5	6	5	19	21	9
PF3D7_1447900	14	1954601	1957675	-	3075	27	35	133	90	72	69	15	16	122	109	31	36	6	11	75	90	46	43
PF3D7_1448000	14	1960033	1963962	-	3930	100	204	103	81	26	28	96	94	59	71	18	18	59	74	76	73	20	13
PF3D7_1448100	14	1965175	1965762	+	588	6	8	6	7	3	4	4	3	3	1	2	1	3	6	5	9	2	1
PF3D7_1448200	14	1966245	1971618	-	5374	6	4	1	11	11	9	5	2	3	0	7	2	0	3	1	3	9	4
PF3D7_1448300	14	1972498	1977423	-	4926	34	106	180	146	258	216	10	8	217	194	147	101	22	24	171	243	225	101
PF3D7_1448400	14	1980319	1983107	-	2789	34	63	293	294	133	171	12	9	165	167	125	91	22	26	148	199	145	158
PF3D7_1448500	14	1984189	1995574	-	11386	41	145	279	239	656	524	12	9	311	318	214	284	9	16	302	374	351	288
PF3D7_1448600	14	1997542	1998303	-	762	36	111	60	34	39	49	38	29	53	34	72	55	53	45	99	111	57	69
PF3D7_1448700	14	1999648	2000649	+	1002	32	60	39	28	11	15	24	14	16	12	15	8	17	20	13	18	10	13
PF3D7_1448800	14	2001083	2002106	-	1024	13	15	72	106	26	39	15	11	38	36	25	8	16	14	34	48	14	14
PF3D7_1448900	14	2002921	2003373	-	453	1	4	29	47	8	19	3	2	24	28	16	8	1	1	32	31	9	23
PF3D7_1449000	14	2004406	2005456	-	1051	8	24	5	4	13	18	4	7	1	1	13	7	5	10	3	1	8	13
PF3D7_1449100	14	2008431	2012494	+	4064	24	105	55	76	260	232	11	19	68	43	96	111	14	30	63	85	183	133
PF3D7_1449200	14	2014670	2015055	+	386	178	494	258	263	1421	1108	191	118	149	129	1164	1149	234	203	220	198	1284	1939
PF3D7_1449300.1	14	2017311	2019560	+	2250	117	286	119	168	122	157	186	140	103	78	120	102	156	175	221	270	127	97
PF3D7_1449400	14	2020209	2024137	-	3929	22	22	104	95	164	140	3	6	136	134	87	93	5	5	153	189	118	77
PF3D7_1449500	14	2031087	2033397	+	2311	21	25	81	77	65	71	8	15	80	57	73	67	20	16	149	193	94	58
PF3D7_1449600	14	2035116	2036630	-	1515	12	26	13	11	59	47	7	1	5	4	29	22	0	6	8	13	62	30
PF3D7_1449700	14	2038132	2041542	-	3411	8	42	27	28	26	18	5	6	25	25	9	11	5	12	28	40	18	6
PF3D7_1449800	14	2043009	2043542	+	534	26	57	67	93	31	35	63	36	56	56	46	42	80	68	74	75	49	61
PF3D7_1449900	14	2044007	2045029	-	1023	26	45	60	57	35	54	24	23	33	30	42	48	65	52	54	57	34	51
PF3D7_1450000	14	2047793	2050083	+	2291	69	136	29	54	78	84	66	55	37	34	59	107	121	92	95	106	51	86
PF3D7_1450100	14	2051621	2053123	-	1503	386	438	176	264	154	171	652	540	164	150	185	211	918	802	337	356	155	240
PF3D7_1450200	14	2055791	2056437	+	647	5	14	2	3	3	4	15	14	2	6	3	8	17	21	4	5	6	3
PF3D7_1450300	14	2056641	2059238	+	2598	89	97	33	50	36	46	42	56	39	36	31	17	40	37	27	43	29	18
PF3D7_1450400	14	2059936	2065770	-	5835	80	186	105	94	170	137	45	37	112	96	71	77	41	43	63	87	104	57
PF3D7_1450500	14	2067739	2073656	-	5918	6	19	21	20	79	55	0	0	23	11	59	50	5	3	53	67	71	46
PF3D7_1450600	14	2075586	2077349	-	1764	26	43	26	36	12	12	26	21	15	14	7	10	41	35	38	46	6	9
PF3D7_1450700	14	2078488	2080350	+	1863	159	326	164	190	138	171	140	102	266	256	94	121	200	201	321	387	121	90
PF3D7_1450800	14	2080898	2082247	-	1350	21	4	42	46	10	14	5	1	28	32	17	14	1	1	46	40	6	10
PF3D7_1450900	14	2083231	2084665	+	1435	14	3	54	63	6	10	2	5	32	39	10	8	2	1	23	37	11	11
PF3D7_1451000	14	2085105	2087519	-	2415	110	15	30	33	23	13	20	21	35	37	20	30	16	14	108	113	11	12
PF3D7_1451100	14	2090902	2093400	+	2499	4980	5766	6907	5378	1258	1654	8633	7040	4901	4504	1470	975	4726	4781	3272	3693	1900	1727
PF3D7_1451200	14	2094340	2099736	-	5397	419	1146	473	429	554	504	265	260	532	547	268	345	302	333	549	841	400	276
PF3D7_1451300	14	2104947	2107047	+	2101	87	55	194	236	185	223	48	33	167	175	310	254	49	39	307	357	291	268
PF3D7_1451400	14	2108874	2112788	+	3915	10	16	35	33	13	20	6	8	21	29	8	5	10	8	25	37	13	7
PF3D7_1451500	14	2113561	2114004	-	444	19	31	36	78	14	23	63	34	38	25	28	18	59	62	78	79	14	18
PF3D7_1451600	14	2115436	2118190	-	2755	5	5	2	15	29	34	12	6	3	1	11	4	4	6	6	9	18	11
PF3D7_1451700	14	2118947	2120280	-	1334	66	105	145	200	325	265	28	41	126	122	330	361	65	61	170	199	342	513
PF3D7_1451800	14	2123461	2126599	+	3139	62	116	567	727	355	439	29	29	479	406	421	348	30	42	642	807	540	417
PF3D7_1451900	14	2128168	2131257	-	3090	148	238	222	189	148	137	112	118	133	159	145	102	128	103	219	253	124	71
PF3D7_1452000	14	2134298	2140867	+	6570	103	318	88	78	1036	654	45	34	71	57	508	499	43	55	73	93	834	711
PF3D7_1452100	14	2141662	2142678	+	1017	2	7	5	2	5	1	2	3	2	2	0	0	5	5	1	2	1	2
PF3D7_1452200	14	2143302	2144876	+	1575	1	3	11	11	6	0	0	2	8	5	6	2	2	2	7	15	4	2
PF3D7_1452300	14	2145166	2146230	-	1065	3	4	33	29	21	20	1	1	14	17	15	10	1	3	11	16	9	11
PF3D7_1452400	14	2148421	2151123	+	2703	32	99	120	78	85	67	22	23	139	146	50	46	36	39	142	176	75	44
PF3D7_1452500	14	2151823	2153614	-	1792	15	23	83	99	64	70	12	7	49	59	74	69	9	20	57	72	96	71
PF3D7_1452600	14	2155736	2166467	+	10732	36	66	43	40	119	77	20	15	35	40	57	85	13	17	62	102	68	72
PF3D7_1452700	14	2167219	2169540	+	2322	37	50	279	260	142	130	23	20	224	225	95	76	36	22	194	236	117	151
PF3D7_1452800	14	2170461	2171690	+	1230	6	4	25	43	11	9	0	2	13	15	6	9	0	1	16	33	8	5
PF3D7_1452900	14	2171869	2172555	-	687	7	11	61	55	19	17	2	2	43	30	19	16	3	2	23	32	24	24
PF3D7_1453000	14	2173027	2175822	-	2796	21	64	67	47	27	32	8	13	30	35	20	10	7	17	29	34	19	16
PF3D7_1453100	14	2176837	2178729	-	1893	3	7	13	11	23	24	1	0	10	9	17	23	0	1	25	24	25	13
PF3D7_1453200	14	2179519	2186631	+	7113	3	20	18	19	52	54	1	0	15	9	26	25	1	2	28	26	39	23
PF3D7_1453300	14	2187385	2187615	+	231	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1453400	14	2188178	2193949	+	5772	7	24	41	22	33	28	3	1	22	18	18	10	3	8	18	31	23	7
PF3D7_1453500	14	2194694	2198480	-	3787	6	4	5	7	12	20	6	4	3	3	11	5	4	4	1	7	20	12
PF3D7_1453600	14	2199371	2204708	-	5338	7	7	27	19	14	5	5	7	15	23	4	3	4	6	17	23	11	5
PF3D7_1453700	14	2207027	2208320	+	1294	849	1282	2533	1806	375	409	1834	1347	1700	1812	297	405	1231	1215	1410	1579	346	531
PF3D7_1453800	14	2209792	2212524	-	2733	318	516	375	365	245	215	339	314	238	251	196	187	272	295	344	390	193	217
PF3D7_1453900	14	2214910	2217795	+	2886	78	232	56	55	64	49	35	63	47	33	45	39	62	70	71	102	54	21
PF3D7_1454000	14	2219080	2220615	+	1536	21	38	51	47	18	30	34	23	47	40	22	38	49	55	66	85	27	20
PF3D7_1454100	14	2221351	2221884	+	534	8	11	70	119	18	35	1	4	55	58	24	19	4	1	32	32	28	39
PF3D7_1454200	14	2222490	2226704	-	4215	17	35	19	9	5	4	6	11	9	11	4	4	6	17	12	15	1	4
PF3D7_1454300	14	2229284	2231581	+	2298	8	4	6	2	1	4	14	11	0	0	5	2	8	4	3	5	3	2
PF3D7_1454400	14	2234143	2236476	+	2334	621	563	1008	919	340	327	542	458	797	723	235	243	507	468	974	1177	291	299
PF3D7_1454500	14	2238394	2238882	+	489	117	213	80	137	55	60	275	183	69	49	101	96	228	228	90	87	73	100
PF3D7_1454600	14	2239538	2240227	-	690	27	39	71	116	37	41	41	33	61	55	49	45	54	46	136	177	38	38
PF3D7_1454700	14	2241433	2242839	+	1407	197	316	710	726	178	215	334	322	576	564	232	206	261	228	539	624	299	239
PF3D7_1454800	14	2243873	2244367	+	495	6	3	3	7	2	1	0	3	1	0	0	1	2	2	3	1	1	0
PF3D7_1454900	14	2245100	2245564	-	465	0	3	2	2	3	5	0	0	1	0	0	1	1	3	2	5	1	0
PF3D7_1455000	14	2247245	2249750	-	2506	5	3	0	1	13	15	1	0	1	0	5	2	3	2	9	11	7	4
PF3D7_1455100	14	2251188	2251934	-	747	20	69	54	48	33	39	33	26	36	26	29	52	52	53	59	61	42	61
PF3D7_1455200.2	14	2255062	2256741	+	1680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1455200.1	14	2255062	2256741	+	1680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1455300	14	2259465	2261297	+	1833	292	703	20	24	1085	825	159	140	10	12	793	706	209	223	176	258	872	830
PF3D7_1455400	14	2262739	2263801	-	1063	52	126	97	95	42	58	59	55	51	40	38	60	72	65	75	79	31	53
PF3D7_1455500	14	2267201	2270851	+	3651	66	78	172	162	126	129	50	46	157	161	117	131	45	40	164	208	125	96
PF3D7_1455600	14	2271529	2277243	-	5715	20	43	39	44	130	128	3	3	24	20	94	83	6	4	31	26	96	82
PF3D7_1455700	14	2278701	2282162	-	3462	8	32	97	88	128	113	5	3	121	98	64	66	7	4	149	194	92	60
PF3D7_1455800	14	2285113	2290227	+	5115	5	5	12	40	27	38	5	4	5	14	24	5	1	4	5	12	38	23
PF3D7_1455900	14	2290887	2292691	-	1805	11	26	95	81	60	75	7	3	117	103	109	81	9	9	78	73	122	147
PF3D7_1456000	14	2296491	2300868	+	4378	21	54	171	124	235	207	5	2	144	167	138	183	4	5	225	326	165	133
PF3D7_1456100	14	2301456	2302844	-	1389	1	0	10	1	2	4	0	0	3	5	0	1	0	0	2	2	2	3
PF3D7_1456200	14	2303565	2306468	+	2904	1	1	26	22	5	7	0	1	20	17	2	6	1	1	5	18	5	5
PF3D7_1456300	14	2306955	2308202	-	1248	13	11	28	17	6	7	12	11	8	15	5	4	12	18	10	14	2	3
PF3D7_1456400	14	2309181	2312472	-	3292	2	1	3	1	5	7	0	0	1	0	4	1	0	1	2	5	6	0
PF3D7_1456500	14	2314380	2321555	+	7176	7	31	158	116	132	91	1	1	185	182	68	75	1	1	92	142	91	83
PF3D7_1456600	14	2321953	2322798	-	846	4	4	27	32	8	7	5	1	12	14	8	18	5	3	38	31	21	15
PF3D7_1456700	14	2323772	2325826	-	2055	146	127	222	276	135	127	138	98	239	210	115	225	125	123	214	257	147	247
PF3D7_1456800	14	2329933	2332086	-	2154	969	1360	758	773	276	319	1927	1472	545	479	382	532	1629	1506	704	756	444	554
PF3D7_1456900	14	2334787	2335962	+	1176	77	56	73	69	38	32	101	73	54	46	46	38	127	124	100	123	30	40
PF3D7_1457000	14	2336649	2339153	-	2505	417	486	1018	1206	633	718	667	429	664	609	688	596	544	565	872	862	789	968
PF3D7_1457100	14	2340784	2343027	+	2244	50	36	67	57	77	63	19	10	49	44	51	42	25	39	130	177	59	43
PF3D7_1457200	14	2343640	2344218	-	579	147	217	773	791	321	365	237	180	645	596	432	374	204	179	347	350	544	705
PF3D7_1457300	14	2346178	2348097	-	1920	313	527	545	422	126	129	272	287	284	336	124	87	253	219	268	367	130	112
PF3D7_1457400	14	2350985	2360152	+	9168	37	51	51	41	56	47	18	17	45	46	36	49	18	14	37	48	61	29
PF3D7_1457500	14	2360874	2362133	-	1260	45	98	71	116	130	106	39	16	67	56	143	117	40	40	151	140	147	125
PF3D7_1457600	14	2363578	2365370	+	1793	36	66	55	44	45	36	22	17	33	34	27	30	43	30	36	50	51	39
PF3D7_1457700	14	2367287	2371723	+	4437	83	166	68	41	24	14	40	43	57	59	13	21	40	69	52	86	22	16
PF3D7_1457800	14	2372233	2373744	-	1512	8	11	12	25	16	30	4	2	21	6	17	8	1	3	11	15	25	28
PF3D7_1457900	14	2375579	2385946	+	10368	22	78	60	51	208	153	3	11	68	64	60	78	4	16	34	55	97	63
PF3D7_1458000	14	2387786	2389495	+	1710	137	374	113	112	79	64	152	125	87	76	83	84	135	130	112	150	77	69
PF3D7_1458100	14	2390726	2390902	+	177	5	17	16	21	8	10	20	23	13	14	18	14	22	18	14	8	25	29
PF3D7_1458200	14	2391118	2391601	+	484	18	31	31	28	25	21	33	20	16	22	28	32	25	28	13	17	11	24
PF3D7_1458300	14	2391783	2396831	-	5049	22	114	106	104	283	210	28	11	78	104	97	115	9	24	79	73	168	129
PF3D7_1458400	14	2397919	2398869	-	951	9	24	67	68	29	23	15	15	43	54	26	17	18	19	43	52	36	26
PF3D7_1458500	14	2400515	2405411	+	4897	19	30	66	64	146	113	24	15	76	76	58	87	17	12	92	116	89	66
PF3D7_1458600	14	2406668	2410159	+	3492	40	109	38	38	61	51	26	28	37	55	27	31	40	44	58	51	36	24
PF3D7_1458700	14	2410954	2412015	-	1062	15	29	72	75	88	86	13	6	46	49	99	138	8	13	149	170	111	171
PF3D7_1458800	14	2414870	2417467	-	2598	3	30	13	13	7	4	7	11	7	12	8	3	14	13	8	12	5	6
PF3D7_1458900	14	2418422	2419298	+	877	3	15	27	24	17	12	7	9	14	19	18	21	13	28	12	17	16	19
PF3D7_1459000	14	2420764	2422989	+	2226	488	876	417	439	232	240	651	580	436	393	203	179	396	494	453	566	230	188
PF3D7_1459100	14	2423907	2426300	+	2394	10	7	36	19	5	8	2	1	20	20	6	4	0	3	8	18	4	5
PF3D7_1459200	14	2427224	2430091	-	2868	44	125	37	32	61	37	21	22	35	28	36	64	26	32	50	80	44	33
PF3D7_1459300	14	2432177	2432746	+	570	9	22	22	29	14	21	4	5	7	5	16	13	6	9	7	13	20	14
PF3D7_1459400	14	2433361	2434383	-	1023	117	202	141	145	159	104	216	206	117	117	166	169	212	221	212	241	192	208
PF3D7_1459500	14	2436695	2439616	+	2922	3	1	6	3	1	1	0	0	1	4	2	1	0	0	6	8	0	0
PF3D7_1459600	14	2441345	2443896	+	2552	86	163	192	173	97	131	89	88	125	131	129	73	94	91	148	185	133	74
PF3D7_1459700	14	2444473	2446179	-	1707	12	13	135	159	27	46	9	3	130	107	17	30	2	6	110	141	28	27
PF3D7_1459800	14	2446983	2448298	-	1316	121	222	574	738	238	293	204	140	377	399	287	242	174	174	275	316	280	469
PF3D7_1459900	14	2450207	2450788	-	582	9	28	6	7	40	25	8	10	3	2	44	55	9	11	5	6	42	43
PF3D7_1460000	14	2452470	2453357	+	888	5	12	0	1	10	10	5	2	0	0	4	3	2	5	0	2	6	3
PF3D7_1460100	14	2454902	2455879	+	978	8	43	2	6	2	6	16	12	1	2	6	6	23	27	26	31	13	10
PF3D7_1460200	14	2456879	2457802	-	924	13	7	45	61	15	21	8	3	28	29	23	9	2	4	44	68	8	29
PF3D7_1460300	14	2459214	2459964	-	751	330	338	457	614	86	128	621	423	264	338	104	100	595	522	237	303	110	148
PF3D7_1460400	14	2461321	2463104	+	1784	86	109	152	260	50	43	206	152	89	128	39	41	150	118	63	80	60	83
PF3D7_1460500	14	2466091	2470989	+	4899	23	20	114	108	192	179	3	11	156	139	132	147	6	12	196	240	156	122
PF3D7_1460600	14	2473758	2474204	+	447	20	73	13	11	103	70	16	13	6	6	69	109	26	25	22	12	88	109
PF3D7_1460700	14	2475501	2476473	-	973	850	909	919	1380	241	282	1944	1300	692	744	185	196	1934	1793	427	520	301	391
PF3D7_1460800	14	2477828	2479735	-	1908	10	12	34	39	26	32	4	5	24	22	24	16	3	5	55	55	24	15
PF3D7_1460900.2	14	2480440	2481916	+	1477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1460900.1	14	2480440	2481916	+	1477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1461000	14	2482775	2485086	+	2312	1	2	13	6	10	10	0	0	3	4	0	8	0	1	4	7	1	2
PF3D7_1461100	14	2485864	2488620	+	2757	9	8	45	52	87	76	3	1	53	32	38	52	6	6	43	60	52	57
PF3D7_1461200	14	2489698	2490249	+	552	49	111	49	67	13	10	185	126	25	32	9	22	165	162	57	71	13	16
PF3D7_1461300	14	2492166	2492369	+	204	120	251	315	308	124	128	433	277	247	239	122	145	356	305	161	176	150	237
PF3D7_1461400	14	2493400	2494762	-	1363	93	287	15	35	414	301	79	56	17	13	253	285	85	92	70	80	332	441
PF3D7_1461500	14	2496050	2497400	-	1351	1	2	0	1	9	9	3	2	1	1	5	4	1	6	2	3	3	0
PF3D7_1461600	14	2498047	2500384	-	2338	161	335	220	221	103	99	272	226	231	218	134	132	295	324	406	462	109	84
PF3D7_1461700	14	2501578	2502515	-	938	4	5	8	7	7	3	0	0	7	6	12	9	1	2	11	7	11	3
PF3D7_1461800	14	2504149	2512505	+	8357	9	14	2	1	41	19	2	3	10	10	20	22	1	2	46	89	9	4
PF3D7_1461900	14	2514673	2517945	+	3273	127	222	284	176	57	50	114	89	223	222	45	27	59	76	148	203	46	19
