Geneid	Chr	Start	End	Strand	Length	SRR3437887	SRR3437888	SRR3437889	SRR3437890	SRR3437891	SRR3437892	SRR3437893	SRR3437894	SRR3437895	SRR3437896	SRR3437897	SRR3437898
PBANKA_031130	3	392628	393533	+	906	40	33	90	100	65	68	114	85	110	126	99	80
PBANKA_031140	3	395986	400938	+	4953	8213	8443	3122	3086	8501	8525	7773	7991	5055	5200	2710	2792
PBANKA_031150	3	402036	404070	-	2035	618	627	333	374	1059	1048	839	881	924	974	228	181
PBANKA_031160	3	406375	410178	+	3804	5257	5529	6825	7129	11987	12393	12049	12208	10239	10727	6489	6685
PBANKA_031170	3	411087	413682	+	2596	900	945	1635	1568	4344	4398	3508	3663	2504	2610	1212	1219
PBANKA_031180	3	414233	416494	-	2262	8953	9395	10313	10658	18034	18525	28610	29823	21965	22334	6336	6530
PBANKA_031190	3	417420	419304	-	1885	260	246	309	342	249	255	280	289	415	473	229	206
PBANKA_031200	3	421197	421934	+	738	978	1079	199	201	102	78	282	260	174	177	203	227
PBANKA_031210	3	422721	425138	-	2418	2456	2608	1991	2034	2000	2069	1680	1651	2026	2063	1476	1489
PBANKA_031220	3	427232	428863	+	1632	697	685	683	693	268	270	258	260	363	425	721	674
PBANKA_031230	3	429293	430336	-	1044	1271	1308	912	1031	573	598	870	899	811	855	885	896
PBANKA_031240	3	431869	435937	+	4069	173	209	577	563	528	538	626	662	569	593	637	611
PBANKA_031250	3	436473	438920	-	2448	1915	1923	1139	1195	499	560	817	781	917	903	541	585
PBANKA_031260	3	439985	441877	-	1893	184	168	214	243	367	347	228	258	562	566	124	134
PBANKA_031270	3	443598	447995	+	4398	5044	5306	3221	3454	501	498	4693	4722	933	904	3811	3893
PBANKA_031280	3	448260	451744	-	3485	368	366	699	684	212	200	168	160	306	298	764	873
PBANKA_031290	3	452348	453229	-	882	122	103	196	177	66	47	54	46	90	78	201	210
PBANKA_031300	3	453785	457132	+	3348	575	582	433	443	109	86	127	163	187	217	431	427
PBANKA_031310	3	458282	460375	+	2094	281	292	466	596	94	101	145	149	174	214	692	691
PBANKA_031320	3	461214	466227	+	5014	690	673	485	473	448	458	287	265	706	770	775	871
PBANKA_031330	3	468370	470112	+	1743	2997	3149	2566	2677	3474	3629	2489	2568	4815	4951	2244	2276
PBANKA_031340	3	471345	476450	+	5106	1549	1625	4280	4466	21841	22590	9921	10486	8531	8673	11913	12225
PBANKA_031350	3	477058	479676	-	2619	114	127	245	227	244	215	284	297	355	362	107	103
PBANKA_031360	3	481161	482552	+	1392	1794	1777	563	594	465	467	577	602	387	417	767	761
PBANKA_031370	3	482770	485723	-	2954	838	846	398	461	229	249	384	433	291	316	426	398
PBANKA_031380	3	487596	489242	+	1647	2027	2102	2924	2984	637	671	1275	1300	1122	1125	2850	2896
PBANKA_031390	3	489467	493663	-	4197	1224	1193	1385	1436	418	356	460	482	607	559	1277	1301
PBANKA_031400	3	494626	495302	-	677	36	31	112	115	116	100	97	105	162	141	81	118
PBANKA_031410	3	496663	497216	+	554	549	561	467	520	299	299	249	260	503	504	588	566
PBANKA_031420	3	499444	501398	+	1955	3059	3109	2077	2237	2260	2388	2929	2998	2204	2192	1243	1277
PBANKA_031430	3	502026	507069	-	5044	2332	2379	2150	2182	2757	2944	1105	1114	3403	3608	2163	2247
PBANKA_031440	3	508090	509226	-	1137	81	94	266	264	41	43	76	80	85	84	237	251
PBANKA_031450	3	511307	511630	+	324	268	295	708	736	292	276	356	385	378	373	605	617
PBANKA_031460	3	512372	513886	-	1515	66	68	513	529	128	123	170	185	215	207	582	629
PBANKA_031470	3	515667	516659	+	993	295	301	505	532	130	123	249	268	252	236	526	569
PBANKA_031480	3	517540	518867	+	1328	140	151	244	240	72	88	184	189	132	142	320	316
PBANKA_031490	3	519199	521493	-	2295	247	202	661	661	286	281	243	288	510	502	961	971
PBANKA_031500	3	523211	524725	-	1515	100	106	294	269	70	86	75	53	126	124	194	274
PBANKA_031510	3	525279	526778	-	1500	1292	1335	1025	1120	1799	1851	1708	1827	1502	1566	709	738
PBANKA_031520	3	527750	528150	+	401	103	106	290	312	112	104	135	128	242	246	257	260
PBANKA_031530	3	529149	534446	+	5298	2289	2387	2495	2622	3341	3406	1663	1714	2359	2435	3795	3827
PBANKA_031540	3	535402	536924	-	1523	761	786	1312	1291	2514	2654	2059	2152	2243	2293	1857	1870
PBANKA_031560	3	543625	544095	+	471	661	675	958	937	960	1121	1165	1146	1201	1248	760	728
PBANKA_031570	3	544552	544953	-	402	68	71	283	270	86	87	124	103	154	166	320	304
PBANKA_031580	3	546420	546732	+	313	201	215	629	619	274	280	319	326	481	545	389	411
PBANKA_031590	3	547487	548534	-	1048	492	571	865	913	335	418	345	368	427	419	896	937
PBANKA_031600	3	549573	552158	-	2586	2245	2371	1988	2172	1009	927	1326	1326	1756	1773	1733	1665
PBANKA_031610	3	556404	556948	+	545	396	466	735	767	662	705	1317	1395	1098	1168	563	524
PBANKA_031620	3	558038	559105	+	1068	2512	2679	3198	3398	8103	8192	5574	5602	3364	3390	3712	3915
PBANKA_031630	3	560915	561860	+	946	404	458	953	990	1829	1874	2039	2080	1553	1610	782	773
PBANKA_031660	3	567911	576232	-	8322	458	400	272	299	449	407	394	417	258	285	243	232
PBANKA_031670	3	583545	584299	+	755	0	0	0	0	0	0	0	0	0	0	0	0
PBANKA_031680	3	586739	588026	+	1288	1	0	0	1	0	0	0	0	0	0	0	0
PBANKA_031690	3	597339	598625	+	1287	0	0	0	0	0	1	0	0	0	0	1	0
PBANKA_040010	4	4337	6412	-	2076	63	65	84	86	17	28	44	51	42	30	58	51
PBANKA_040030	4	13473	14393	-	921	38	47	6	11	0	1	0	3	7	2	8	5
PBANKA_040050	4	19558	22374	-	2817	133	131	24	21	8	9	7	5	23	16	10	8
PBANKA_040060	4	25113	26246	-	1134	5	5	26	20	4	2	6	9	7	5	18	19
PBANKA_040090	4	37237	38355	-	1119	48	49	150	166	55	50	83	83	134	127	177	163
PBANKA_040100	4	39517	41517	-	2001	396	383	1174	1209	1073	1101	955	935	904	921	1029	1052
PBANKA_040110	4	45673	49593	+	3921	1152	1115	2489	2598	2948	3019	2605	2787	1822	1857	2684	2840
PBANKA_040120	4	51991	55815	+	3825	1608	1711	1484	1526	589	649	660	739	875	892	1706	1835
PBANKA_040130	4	56814	57716	-	903	132	166	277	281	43	67	65	62	117	117	242	286
PBANKA_040140	4	59207	60631	-	1425	863	898	807	783	354	375	582	590	625	622	602	648
PBANKA_040150	4	64222	68233	-	4012	1161	1251	1819	1779	754	731	913	921	1425	1531	1532	1581
PBANKA_040160	4	70865	73198	-	2334	924	930	882	906	241	247	270	288	345	328	1099	1125
PBANKA_040170	4	74075	78037	-	3963	2571	2728	1920	1933	535	499	667	678	642	599	2647	2699
PBANKA_040180	4	80409	84909	+	4501	5184	5428	5042	5190	4026	4173	4259	4331	6379	6495	5877	5772
PBANKA_040190	4	85814	86470	-	657	198	239	262	262	245	243	271	242	252	245	304	280
PBANKA_040200	4	88756	91425	+	2670	283	307	394	385	178	192	260	307	341	332	281	278
PBANKA_040210	4	93016	98490	+	5475	4474	4695	4072	4185	1584	1663	2272	2260	2007	1973	3350	3512
PBANKA_040220	4	99256	99783	+	528	4	4	28	35	7	11	9	7	25	20	18	23
PBANKA_040230	4	100249	101580	-	1332	957	917	515	525	421	446	444	505	460	474	360	475
PBANKA_040240	4	102536	104257	+	1722	331	335	363	371	241	233	450	486	360	346	259	290
PBANKA_040250	4	104384	105207	-	824	391	367	239	294	182	187	492	464	273	305	422	418
PBANKA_040260	4	105960	108751	-	2792	254	273	86	124	327	289	260	244	428	410	124	145
PBANKA_040270	4	111187	112725	+	1539	9769	10036	2456	2633	2037	2113	4659	4758	2027	1974	3187	3213
PBANKA_040280	4	114383	115972	-	1590	399	419	2129	2146	5579	5904	4821	4991	5436	5354	2130	2200
PBANKA_040290	4	118886	122551	+	3666	674	723	889	820	268	268	438	446	545	557	863	948
PBANKA_040300	4	123769	124253	+	485	2643	2709	1866	1902	874	929	1407	1340	1039	1081	1578	1570
PBANKA_040310	4	124763	125498	-	736	41	59	133	149	31	34	38	38	73	78	158	136
PBANKA_040320	4	126555	127577	-	1023	13	17	55	47	204	204	31	44	605	655	41	56
PBANKA_040330	4	130216	134322	+	4107	380	462	815	851	171	206	147	148	384	334	671	694
PBANKA_040340	4	134779	135297	-	519	375	422	261	245	130	117	132	150	147	131	301	297
PBANKA_040350	4	136607	137900	-	1294	63	62	153	134	37	53	46	54	84	87	124	107
PBANKA_040360	4	138767	149357	-	10591	4343	4589	6192	6467	2631	2531	3075	3164	3089	3154	8387	8613
PBANKA_040370	4	152109	154808	+	2700	1863	1863	2245	2245	2849	2873	2735	2836	2020	2065	2030	2174
PBANKA_040380	4	155744	158156	-	2413	2365	2534	2388	2348	3339	3547	2609	2766	2779	2826	2490	2590
PBANKA_040390	4	159754	160434	+	681	257	280	657	740	702	701	575	643	896	942	480	524
PBANKA_040400	4	161169	171100	-	9932	16786	17649	13451	13806	11532	11770	11190	11549	10195	10207	11723	12080
PBANKA_040410	4	173175	174797	-	1623	1178	1207	752	759	395	371	504	488	445	458	605	594
PBANKA_040420	4	175951	176631	-	681	159	131	544	488	126	131	162	195	208	233	415	441
PBANKA_040430	4	178641	181355	+	2715	1602	1641	929	914	269	254	493	529	219	221	1522	1669
PBANKA_040440	4	182575	182985	-	411	185	180	307	320	246	247	334	338	318	298	203	228
PBANKA_040450	4	184723	185942	-	1220	581	649	601	595	386	429	467	519	531	547	540	538
PBANKA_040460	4	187937	189459	+	1523	754	793	707	712	294	300	263	254	374	413	875	901
PBANKA_040470	4	190008	190908	-	901	232	262	560	560	209	234	219	224	357	375	526	596
PBANKA_040480	4	192479	194362	+	1884	1375	1399	1467	1492	1030	1013	1188	1207	1604	1788	993	1034
PBANKA_040490	4	195142	196044	-	903	52	61	304	262	143	156	128	140	297	312	280	299
PBANKA_040500	4	197177	197434	+	258	148	149	247	245	78	107	108	118	183	169	215	199
PBANKA_040510	4	198669	199350	+	682	77	75	236	211	97	122	96	105	216	232	146	166
PBANKA_040520	4	200299	202076	-	1778	1107	1201	2680	2643	318	366	531	572	787	870	2396	2606
PBANKA_040530	4	204462	205691	+	1230	123	129	619	672	313	277	360	375	411	457	447	428
PBANKA_040540	4	206409	207055	-	647	486	470	1170	1151	494	493	636	660	723	703	880	928
PBANKA_040550	4	208390	209611	-	1222	7003	7244	3945	3987	4582	4637	3737	3848	2552	2549	3818	3962
PBANKA_040560	4	212534	213841	+	1308	380	382	187	191	47	61	153	153	104	68	240	234
PBANKA_040570	4	214545	215537	-	993	229	224	284	257	161	146	184	216	254	281	235	247
PBANKA_040580	4	216071	217823	-	1753	598	569	565	535	316	377	365	403	420	446	482	477
PBANKA_040590	4	218777	220690	+	1914	1136	1239	1291	1343	536	560	759	786	927	957	916	1068
PBANKA_040600	4	220951	226263	-	5313	6314	6569	4196	4374	2484	2549	3013	3072	3162	3324	2980	3050
PBANKA_040610	4	228215	230065	+	1851	1557	1582	1564	1525	512	543	581	600	701	739	1288	1375
PBANKA_040620	4	230444	241686	-	11243	2928	2949	1492	1531	184	186	754	836	247	258	2273	2299
PBANKA_040630	4	243414	244847	+	1434	165	151	310	311	42	58	98	122	79	105	317	317
PBANKA_040640	4	246169	250740	+	4572	3985	4228	2021	2103	2645	2615	2490	2554	1876	1955	934	979
PBANKA_040650	4	251593	253356	-	1764	680	742	1084	1098	270	260	317	320	607	614	1314	1345
PBANKA_040660	4	254762	255595	-	834	600	627	880	929	2958	2861	1703	1738	2078	2192	830	849
PBANKA_040670	4	258928	259599	+	672	49	44	199	190	46	42	42	35	75	74	176	139
PBANKA_040680	4	260780	262279	+	1500	239	252	461	474	103	129	178	172	215	218	422	480
PBANKA_040690	4	263943	265626	+	1684	166	192	245	217	941	988	750	776	771	804	223	234
PBANKA_040700	4	266474	266961	+	488	57	77	201	195	61	70	45	51	66	61	168	160
PBANKA_040710	4	267616	271425	-	3810	3268	3324	3958	4181	1121	1028	1091	1158	1235	1282	4263	4381
PBANKA_040720	4	273029	275118	+	2090	72	85	260	259	72	91	139	147	154	193	375	390
PBANKA_040730	4	275398	276436	-	1039	81	61	108	80	21	42	69	65	84	86	105	102
PBANKA_040740	4	277117	282517	-	5401	4502	4712	1820	1924	1411	1548	1500	1451	1454	1499	2030	2010
PBANKA_040750	4	285156	287228	+	2073	230	231	191	200	94	101	85	70	217	199	228	259
PBANKA_040760	4	289133	291664	+	2532	218	213	1044	1071	314	318	482	481	763	745	949	990
PBANKA_040770	4	293777	294112	+	336	2513	2713	3083	3257	2767	2822	2155	2263	2042	2171	2831	2882
PBANKA_040780	4	294736	296316	-	1581	186	183	635	648	346	296	310	285	377	373	738	706
PBANKA_040790	4	297259	298941	+	1683	110	142	243	212	116	128	116	117	225	227	213	180
PBANKA_040800	4	299459	304325	-	4867	1046	1029	835	900	298	343	411	405	612	593	958	985
PBANKA_040810	4	305171	306044	+	874	196	250	246	260	201	173	144	140	312	342	296	350
PBANKA_040820	4	307831	309962	+	2132	116	116	28	41	58	45	71	62	114	119	118	93
PBANKA_040830	4	311644	322185	+	10542	8949	9013	8605	8714	14761	14919	13169	13613	10059	10059	13826	14241
PBANKA_040840	4	323982	327305	+	3324	4431	4623	2697	2761	1027	1030	1568	1646	2162	2269	2757	2731
PBANKA_040850	4	328217	331186	+	2970	1932	1962	1119	1134	597	618	944	975	791	860	584	623
PBANKA_040860	4	332528	333655	-	1128	162	157	525	546	270	288	434	386	484	497	538	549
PBANKA_040870	4	334630	335239	+	610	123	152	357	382	465	493	588	608	717	714	328	348
PBANKA_040880	4	335365	335694	+	330	276	289	475	462	581	632	706	769	777	804	440	480
PBANKA_040890	4	336765	339062	+	2298	85	74	304	293	257	268	255	250	276	273	283	345
PBANKA_040900	4	340039	340818	+	780	15	17	251	269	76	71	73	58	106	112	339	399
PBANKA_040910	4	341215	342763	-	1549	305	310	1371	1421	482	483	346	326	556	564	2334	2391
PBANKA_040920	4	344085	347637	+	3553	1814	1764	1718	1783	356	320	474	465	628	678	1389	1422
PBANKA_040930	4	348311	351622	-	3312	1253	1364	2744	2888	766	780	887	832	1296	1272	3529	3744
PBANKA_040940	4	356383	364646	+	8264	4004	4060	3191	3312	1049	1132	1943	1872	1082	1114	8017	8169
PBANKA_040950	4	365892	366137	-	246	48	66	278	252	78	93	141	168	123	142	282	254
PBANKA_040960	4	368165	370749	+	2585	475	503	565	625	230	245	209	232	596	580	602	605
PBANKA_040970	4	371356	374427	+	3072	618	614	342	342	194	162	369	413	305	324	518	493
PBANKA_040980	4	375392	377358	+	1967	715	772	916	958	373	392	512	530	606	641	920	938
PBANKA_040990	4	378053	380023	-	1971	83	94	202	216	67	84	71	70	191	179	216	189
PBANKA_041000	4	380706	381599	+	894	117	126	247	254	48	54	50	56	112	132	233	209
PBANKA_041010	4	382446	384503	+	2058	254	235	516	603	155	152	251	212	306	310	425	454
PBANKA_041020	4	384651	387683	-	3033	756	776	1729	1817	497	515	916	933	901	945	1164	1228
PBANKA_041030	4	388725	389636	+	912	94	83	534	547	102	141	160	166	247	214	541	502
PBANKA_041040	4	390715	392973	-	2259	434	461	374	416	242	284	284	337	503	521	183	196
PBANKA_041050	4	395801	397969	+	2169	3756	3910	3295	3392	3979	4144	5421	5638	4662	4806	2399	2520
PBANKA_041060	4	400005	400783	+	779	760	765	1253	1300	714	840	856	943	852	884	1056	1148
PBANKA_041065	4	401776	403062	+	1287	221	248	134	128	246	259	199	196	177	166	95	118
PBANKA_041070	4	403707	404732	-	1026	454	488	289	287	105	95	135	142	157	152	314	313
PBANKA_041080	4	405414	407955	+	2542	720	726	1497	1558	237	256	350	405	448	457	1358	1370
PBANKA_041090	4	408373	409008	-	636	45	33	147	143	23	26	31	54	68	64	133	153
PBANKA_041100	4	409130	410260	-	1131	27	37	96	97	19	19	43	39	42	42	95	116
PBANKA_041110	4	410905	412890	-	1986	537	570	1062	1101	408	421	448	464	510	535	1157	1183
PBANKA_041120	4	413356	415716	+	2361	1157	1158	1160	1136	400	413	434	466	542	544	1400	1447
PBANKA_041130	4	415992	418648	-	2657	1182	1386	705	684	194	195	550	534	327	335	844	832
PBANKA_041140	4	418934	422394	-	3461	319	334	568	604	89	102	159	178	218	236	482	485
PBANKA_041150	4	423032	425586	+	2555	962	961	768	728	204	224	318	289	324	306	713	725
PBANKA_041160	4	425666	428539	-	2874	2759	2716	2896	2903	977	963	1444	1411	1424	1504	2140	2325
PBANKA_041170	4	430242	431872	+	1631	452	457	1089	1067	436	402	497	489	578	597	979	972
PBANKA_041180	4	432206	433797	-	1592	118	127	259	269	306	362	225	262	432	446	251	266
PBANKA_041190	4	434402	435640	+	1239	335	311	1331	1345	199	180	264	263	327	313	1314	1323
PBANKA_041195	4	435887	439813	-	3927	2070	2026	2020	1960	498	539	704	804	783	838	1897	2013
PBANKA_041200	4	440054	441187	-	1134	348	303	327	319	91	118	127	116	160	183	282	279
PBANKA_041210	4	442299	443225	-	927	53	36	248	216	97	116	220	220	183	220	169	165
PBANKA_041220	4	446258	447139	+	882	312	354	295	336	414	443	552	564	531	615	286	304
PBANKA_041230	4	448461	449159	+	699	1101	1152	661	652	595	595	561	600	587	644	649	683
PBANKA_041240	4	449908	452670	-	2763	28	34	24	40	50	52	13	8	123	118	29	33
PBANKA_041250	4	461993	464729	+	2737	1533	1528	462	525	457	508	473	494	330	376	350	348
PBANKA_041260	4	466244	467698	+	1455	170	166	148	167	60	62	67	87	109	102	111	111
PBANKA_041270	4	468389	469085	+	697	88	100	130	148	18	20	46	25	40	34	108	133
PBANKA_041280	4	469818	470501	-	684	41	44	265	269	141	160	220	233	249	254	236	218
PBANKA_041290	4	474094	479811	+	5718	58	48	79	78	58	62	119	128	136	143	97	96
PBANKA_041300	4	480894	487655	+	6762	1911	1902	1082	1119	357	350	587	627	477	525	1192	1246
PBANKA_041320	4	487962	488660	-	699	167	163	522	551	195	198	240	223	280	277	387	409
PBANKA_041330	4	490166	490861	-	696	345	383	611	632	62	79	181	184	145	157	600	663
PBANKA_041340	4	494302	495701	+	1400	61	44	81	77	25	14	84	87	72	69	74	53
PBANKA_041350	4	496822	500012	+	3191	565	511	861	904	1009	1065	713	754	1484	1395	1051	1108
PBANKA_041360	4	500244	501041	-	798	57	67	221	242	108	110	118	129	233	238	213	195
PBANKA_041370	4	502386	503334	+	949	30	41	85	83	46	46	42	40	89	82	67	70
PBANKA_041380	4	503533	504453	-	921	65	72	60	68	33	37	43	33	84	70	80	87
PBANKA_041390	4	505840	506760	+	921	184	182	148	157	62	72	34	25	110	116	206	215
PBANKA_041400	4	507041	512994	-	5954	997	1066	2468	2508	561	567	768	712	943	956	2461	2578
PBANKA_041410	4	516356	517672	+	1317	228	199	944	997	359	329	482	541	621	686	913	907
PBANKA_041420	4	517994	520597	-	2604	865	950	1350	1476	741	803	580	590	894	885	2017	2070
PBANKA_041430	4	522296	523669	+	1374	1134	1103	627	662	525	513	681	650	488	531	636	610
PBANKA_041440	4	524475	525760	-	1286	85	74	641	642	352	406	472	497	826	786	444	468
PBANKA_041450	4	528819	529696	+	878	680	681	844	853	287	273	398	422	558	603	607	602
PBANKA_041460	4	532091	532600	+	510	1338	1485	1529	1552	923	945	963	944	1060	1086	1311	1398
PBANKA_041470	4	537059	539095	+	2037	11197	11501	5424	5501	11226	11473	10060	10237	6096	6058	3724	3835
PBANKA_041480	4	539582	540646	-	1065	81	87	173	177	101	105	118	110	235	260	138	185
PBANKA_041490	4	542289	544430	+	2142	825	877	341	377	450	423	269	295	545	576	587	630
PBANKA_041500	4	544892	546265	-	1374	297	311	392	403	151	141	192	198	174	182	460	508
PBANKA_041510	4	547250	548872	+	1623	489	498	373	407	158	147	224	222	255	251	329	319
PBANKA_041520	4	549766	551037	-	1272	181	207	180	204	127	144	174	174	237	259	142	166
PBANKA_041530	4	552140	556822	+	4683	2500	2537	3270	3321	1798	1789	1762	1830	2137	2001	3964	4114
PBANKA_041550	4	564888	567887	+	3000	1028	1024	1527	1427	359	385	543	645	623	652	1449	1573
PBANKA_041560	4	568612	571782	-	3171	3489	3466	3164	3285	3444	3599	3499	3658	2528	2586	3373	3573
PBANKA_041570	4	574238	576640	+	2403	239	240	521	506	280	282	361	357	467	471	379	371
PBANKA_041580	4	576820	580328	-	3509	765	803	281	297	67	70	251	255	92	122	284	256
PBANKA_041590	4	582092	582802	-	711	45	52	241	248	408	378	414	408	443	422	119	124
PBANKA_041600	4	585978	589539	+	3562	2097	2071	8450	8627	3512	3598	5756	5996	6700	6841	4394	4488
PBANKA_041610	4	590940	608444	+	17505	17466	18074	6793	6915	2115	1999	4282	4474	1651	1634	10860	11199
PBANKA_041620	4	610524	613799	+	3276	5500	5641	3768	3966	5455	5615	5659	5738	4167	4382	4171	4360
PBANKA_041630	4	616297	622609	+	6313	1265	1285	1095	1149	718	724	764	818	1152	1149	969	1041
PBANKA_041640	4	623851	624663	+	813	45	44	154	157	70	64	78	97	123	115	173	172
PBANKA_041650	4	626124	632253	+	6130	4200	4455	5651	5877	1195	1246	1488	1532	1516	1609	7033	7313
PBANKA_041660	4	632944	634689	-	1746	331	349	552	537	102	143	378	413	257	268	428	486
PBANKA_041670	4	637307	637983	+	677	369	335	595	594	223	262	294	302	287	300	391	398
PBANKA_041680	4	638731	643043	-	4313	2539	2551	2215	2317	792	793	1110	1095	1264	1322	2120	2275
PBANKA_041690	4	645207	645704	-	498	35	39	175	168	28	28	47	50	71	76	126	123
PBANKA_041700	4	647076	647633	+	558	97	102	399	387	63	55	150	161	128	151	333	326
PBANKA_041710	4	648353	656625	+	8273	486	470	261	239	74	104	154	146	142	147	136	152
PBANKA_041720	4	657085	658044	-	960	1575	1659	503	443	58	46	1041	1105	167	155	1149	1189
PBANKA_041730	4	660442	664773	+	4332	349	342	1111	1214	293	296	347	365	561	551	1589	1596
PBANKA_041740	4	665930	666964	+	1035	158	209	296	297	144	148	232	213	275	276	211	209
PBANKA_041750	4	667823	668543	-	721	578	585	1998	2013	1945	2002	1774	1866	1206	1268	2100	2098
PBANKA_041760	4	669963	674694	-	4732	2787	2958	1117	1067	71	71	1068	1184	186	204	997	977
PBANKA_041770	4	675960	678013	-	2054	158	175	550	602	500	476	603	576	922	982	313	287
PBANKA_041780	4	679800	684270	-	4471	3317	3313	2528	2558	5833	5784	4800	4794	3298	3362	1969	2049
PBANKA_041790	4	685646	689359	-	3714	1797	1852	1368	1362	435	451	574	509	702	764	1501	1513
PBANKA_041800	4	692454	699885	+	7432	3354	3445	4826	5021	3243	3313	3391	3508	2275	2227	6904	7227
PBANKA_041810	4	701011	709341	-	8331	11445	11776	8484	8884	6429	6432	4400	4470	6794	6998	6266	6400
PBANKA_041820	4	713368	715403	+	2036	235	255	678	765	246	228	362	331	415	429	552	552
PBANKA_041830	4	717382	718119	+	738	98	114	405	405	234	211	360	349	340	335	255	266
PBANKA_041840	4	718715	719203	-	489	43	33	98	111	291	284	36	43	199	235	124	133
PBANKA_041850	4	722551	724133	+	1583	374	413	2309	2342	6395	6411	773	840	6048	6219	2012	2025
PBANKA_050020	5	5175	6286	-	1112	75	105	23	25	8	6	5	7	11	11	680	674
PBANKA_050030	5	11320	12096	+	777	64	78	13	12	7	7	30	33	6	7	23	25
PBANKA_050040	5	16147	18682	-	2536	207	253	50	43	211	214	267	231	383	360	29	41
PBANKA_050050	5	20205	21250	-	1046	1	2	2	1	0	1	1	2	2	1	1	2
PBANKA_050060	5	23916	24829	-	914	501	554	15	27	47	53	60	60	96	79	404	398
PBANKA_050070	5	25942	27466	+	1525	565	602	449	528	475	516	496	548	1045	1137	2390	2377
PBANKA_050090	5	34741	36817	-	2077	1	2	0	1	2	1	2	3	1	0	1	0
PBANKA_050100	5	46499	50394	+	3896	279	301	96	105	427	423	34	30	139	137	54	72
PBANKA_050110	5	52093	52557	+	465	86	96	490	534	91	92	150	175	130	130	471	471
PBANKA_050120	5	54682	55344	-	663	107	107	236	250	242	228	107	112	424	396	196	199
PBANKA_050130	5	58521	61814	+	3294	283	305	673	694	190	222	309	316	363	401	594	608
PBANKA_050140	5	62920	63687	-	768	249	266	536	577	940	971	1326	1295	906	934	103	94
