Geneid	Chr	Start	End	Strand	Length	SRR10438730	SRR10438731	SRR9041561	SRR9041562	SRR9041563	SRR9041564	SRR9041565	SRR9041566
PBANKA_143560	14	1293127	1294539	+	1413	391	361	349	634	493	849	698	654
PBANKA_143570	14	1294893	1295909	-	1017	363	366	1082	1591	817	2313	2257	1927
PBANKA_143580	14	1296676	1298177	+	1502	404	511	892	1676	706	1860	1706	1700
PBANKA_143590	14	1298862	1302223	-	3362	886	1018	319	402	286	636	703	513
PBANKA_143610	14	1304722	1305567	-	846	309	333	788	1449	752	1367	1592	1561
PBANKA_143620	14	1309915	1316005	-	6091	1633	1891	3370	5705	3486	5144	4580	5161
PBANKA_143630	14	1319048	1321311	+	2264	672	729	15263	17690	8294	13548	19807	22405
PBANKA_143640	14	1322194	1323086	+	893	249	286	4048	4271	2364	9506	7829	6325
PBANKA_143650	14	1323382	1326704	-	3323	942	1065	16699	21769	11488	22875	18909	21884
PBANKA_143660	14	1329345	1330883	+	1539	475	553	178024	205281	92146	195798	166139	228338
PBANKA_143670	14	1331870	1334329	+	2460	706	822	608	1062	521	977	1130	1120
PBANKA_143680	14	1335227	1336564	+	1338	401	487	641	1555	837	1648	1719	1674
PBANKA_143690	14	1337490	1339983	+	2494	713	769	512	722	379	663	783	693
PBANKA_143700	14	1340529	1342721	+	2193	585	741	1003	2160	912	1834	1765	1979
PBANKA_143710	14	1343438	1345534	-	2097	557	684	1922	2855	1438	2877	2373	2751
PBANKA_143720	14	1347681	1349207	-	1527	512	560	2184	3703	1782	4334	3057	3464
PBANKA_143730	14	1351801	1354227	-	2427	679	858	4639	16035	6779	8941	11671	13062
PBANKA_143740	14	1356653	1358752	-	2100	741	822	1318	1696	941	2064	2470	2109
PBANKA_143750	14	1365549	1372568	+	7020	2250	2534	2337	4336	2748	3050	1963	3201
PBANKA_143760	14	1374739	1375293	+	555	318	374	112676	104253	59586	121560	119178	122495
PBANKA_143770	14	1376185	1377845	-	1661	915	1036	94584	89412	50204	143425	158979	142328
PBANKA_143780	14	1378994	1380824	+	1831	976	1162	1893	3449	1446	2574	3396	3532
PBANKA_143790	14	1380978	1381967	-	990	461	565	1831	2503	1819	3739	3053	2968
PBANKA_143800	14	1383518	1385449	-	1932	705	836	6054	11320	4813	7874	9501	12808
PBANKA_143810	14	1387915	1389282	+	1368	547	661	2764	5358	2629	5051	4363	5675
PBANKA_143820	14	1390348	1393856	-	3509	1212	1306	1253	2976	1749	2941	1701	2077
PBANKA_143830	14	1395625	1401072	+	5448	1565	1709	3175	6967	3782	6628	4635	5141
PBANKA_143840	14	1401186	1414099	-	12914	3704	4371	4689	4614	4262	6421	2482	2508
PBANKA_143850	14	1415371	1420286	-	4916	1523	1797	419	1167	428	934	861	1007
PBANKA_143860	14	1421375	1422305	+	931	319	351	926	1192	574	1595	1734	1602
PBANKA_143870	14	1423393	1424325	+	933	313	389	156	207	121	260	214	252
PBANKA_143880	14	1424780	1425478	-	699	258	279	1030	981	711	1500	1449	1364
PBANKA_143890	14	1426356	1427237	+	882	313	367	869	1079	638	1525	1286	1432
PBANKA_143900	14	1428108	1429059	-	952	329	360	909	1121	574	1484	1831	1661
PBANKA_143910	14	1432076	1435106	+	3031	977	1027	92452	112670	52294	100342	78659	101713
PBANKA_143920	14	1437456	1439960	+	2505	778	921	14999	25222	13915	18921	9006	15298
PBANKA_143930	14	1441904	1443716	+	1813	567	692	4641	7147	4022	7609	6691	7800
PBANKA_143940	14	1445298	1446360	+	1063	400	414	6938	9214	4997	8906	11987	13059
PBANKA_143950	14	1447265	1448384	-	1120	373	511	615	510	284	793	778	622
PBANKA_143960	14	1449810	1453364	-	3555	1027	1207	792	2590	1371	1197	1135	1739
PBANKA_143970	14	1454506	1455459	+	954	349	442	1101	1947	1021	1913	2195	2494
PBANKA_143980	14	1456019	1456529	-	511	222	267	774	898	633	1914	1613	1342
PBANKA_143990	14	1457160	1462086	-	4927	1820	2043	603	1680	732	1365	1466	1506
PBANKA_144000	14	1462752	1467943	+	5192	1605	1893	692	1534	661	1116	940	1133
PBANKA_144010	14	1468222	1470934	-	2713	870	950	1729	3235	1417	2214	2290	3024
PBANKA_144020	14	1472408	1473446	+	1039	345	434	648	874	555	1114	1036	1071
PBANKA_144030	14	1474025	1474600	-	576	208	248	557	480	352	835	932	686
PBANKA_144040	14	1475269	1476772	+	1504	499	553	187	333	174	428	367	395
PBANKA_144050	14	1477137	1480070	-	2934	841	933	651	1196	659	1327	1090	1262
PBANKA_144060	14	1481114	1485250	-	4137	1230	1390	916	1993	1039	1454	826	1136
PBANKA_144070	14	1487363	1491016	+	3654	1146	1178	3341	6736	2576	4237	5549	6501
PBANKA_144080	14	1491624	1493693	-	2070	597	674	452	1260	465	700	804	1118
PBANKA_144090	14	1495855	1498423	-	2569	749	925	464	950	403	617	839	1173
PBANKA_144100	14	1500473	1501228	+	756	299	293	1150	1322	688	1618	1719	1830
PBANKA_144110	14	1503349	1504215	+	867	321	332	5601	8032	4116	7327	13966	12736
PBANKA_144120	14	1504490	1507529	-	3040	926	1081	1002	2231	1057	1674	1567	2327
PBANKA_144130	14	1508708	1512595	+	3888	1188	1468	1032	2575	1180	2275	1332	2234
PBANKA_144140	14	1513352	1514253	-	902	312	437	2651	4794	2256	2963	5391	6284
PBANKA_144150	14	1516754	1518598	+	1845	585	714	749	1538	744	1762	1441	1470
PBANKA_144160	14	1520242	1522143	+	1902	598	770	2107	3222	1616	2753	3196	3689
PBANKA_144170	14	1523270	1524646	-	1377	473	594	682	1103	501	1359	1465	1200
PBANKA_144180	14	1526358	1526834	-	477	226	277	1992	3166	1662	3003	5029	4783
PBANKA_144190	14	1527695	1529842	-	2148	727	826	3377	6323	3073	5381	3931	5390
PBANKA_144200	14	1531942	1537884	+	5943	1870	1987	249	620	232	536	341	372
PBANKA_144210	14	1538820	1542311	+	3492	1047	1174	989	1916	896	1321	1196	1569
PBANKA_144220	14	1546167	1562213	-	16047	3821	4291	12314	26551	16875	9630	9582	14353
PBANKA_144230	14	1565697	1568156	+	2460	782	909	3194	6656	3067	3084	4179	6524
PBANKA_144240	14	1569140	1571910	-	2771	799	1023	465	922	619	1072	649	793
PBANKA_144250	14	1574011	1577220	-	3210	1028	1235	643	1090	725	1334	827	954
PBANKA_144260	14	1578140	1579672	+	1533	591	583	3754	6271	3289	6400	5584	6606
PBANKA_144270	14	1580103	1580546	+	444	180	207	71	174	101	150	175	168
PBANKA_144280	14	1580693	1582302	-	1610	552	603	540	1033	507	433	720	1093
PBANKA_144290	14	1583273	1585588	+	2316	779	909	259	677	244	423	651	738
PBANKA_144300	14	1587353	1590223	+	2871	956	1106	4197	10348	4511	4880	5268	9705
PBANKA_144310	14	1591749	1595176	+	3428	1195	1355	250	588	295	517	428	453
PBANKA_144320	14	1596476	1598021	+	1546	547	650	2201	1983	986	5063	2616	2742
PBANKA_144330	14	1598402	1600258	-	1857	778	789	1197	3529	1195	9551	6863	3009
PBANKA_144340	14	1603277	1606485	+	3209	1104	1317	156	408	167	564	349	301
PBANKA_144350	14	1606625	1614037	-	7413	2493	2972	1456	3405	2408	3157	1516	1873
PBANKA_144360	14	1615645	1620159	-	4515	1781	2091	361	703	357	466	439	516
PBANKA_144370	14	1621457	1626173	+	4717	1996	2314	13096	15235	7178	16671	22379	21645
PBANKA_144380	14	1626618	1632425	-	5808	2440	2845	1128	2487	1205	2033	1279	1598
PBANKA_144390	14	1637006	1639195	+	2190	1015	1360	3601	10606	4224	6331	5793	9645
PBANKA_144400	14	1640284	1640782	+	499	312	397	1054	1535	793	2474	3692	2494
PBANKA_144410	14	1642507	1644220	+	1714	834	1076	1294	2927	1134	2215	2757	3008
PBANKA_144420	14	1644625	1647192	-	2568	1310	1521	4028	8395	5217	9111	5660	7183
PBANKA_144430	14	1647631	1648116	+	486	348	371	676	512	342	758	1291	831
PBANKA_144440	14	1648272	1650167	+	1896	946	1106	714	1335	618	1134	1617	1494
PBANKA_144450	14	1650244	1656159	-	5916	2769	3566	1115	2677	1538	2383	1495	1459
PBANKA_144460	14	1657236	1662187	-	4952	3068	3561	5744	7098	3312	4817	7980	10038
PBANKA_144470	14	1662795	1669221	+	6427	4021	4733	1158	2549	1162	1809	1714	2233
PBANKA_144480	14	1669708	1671045	-	1338	1017	1187	60808	83702	47630	83272	56908	69931
PBANKA_144490	14	1673572	1676654	+	3083	2482	2929	1122	2240	990	1642	1317	1684
PBANKA_144500	14	1677144	1678075	-	932	1015	1098	19776	20562	11162	26673	26592	25703
PBANKA_144510	14	1679290	1680444	-	1155	1405	1509	1105	1405	632	1574	1647	1713
PBANKA_144520	14	1681501	1682805	-	1305	1580	1739	295	343	162	373	387	405
PBANKA_144530	14	1683932	1685161	+	1230	1666	1737	1257	1826	983	2161	1859	1891
PBANKA_144540	14	1686981	1689130	+	2150	3126	3203	1965	2918	1270	3067	2245	2871
PBANKA_144550	14	1690564	1692394	+	1831	3000	3374	1248	1739	821	1630	1562	1899
PBANKA_144560	14	1693862	1696252	+	2391	5219	5481	410	544	300	1026	980	723
PBANKA_144570	14	1696762	1700370	+	3609	9529	10386	13052	20355	10410	18135	12181	18337
PBANKA_144580	14	1701535	1702837	+	1303	5794	6365	3585	3739	2272	5242	5533	5303
PBANKA_144590	14	1703510	1704610	-	1101	6513	6914	9683	11547	5681	11364	11385	13560
PBANKA_144600	14	1710993	1713743	-	2751	22376	23798	2240	3933	1884	3329	3042	3844
PBANKA_144610	14	1714968	1720507	-	5540	18109	19605	2115	4236	2972	4622	2760	2694
PBANKA_144620	14	1722286	1722714	+	429	1549	1742	939	1392	877	2329	1654	1793
PBANKA_144630	14	1724127	1727300	-	3174	5541	6352	1109	2081	1210	1754	1613	2075
PBANKA_144640	14	1728989	1729365	-	377	875	1088	342	420	259	563	567	529
PBANKA_144650	14	1737851	1743124	+	5274	4763	5253	1206	2567	1487	2195	1479	1544
PBANKA_144660	14	1744930	1748022	+	3093	2650	2928	269	975	475	751	768	1006
PBANKA_144670	14	1748092	1749994	-	1903	1521	1725	848	1684	644	1517	1471	1618
PBANKA_144680	14	1750962	1753597	-	2636	1911	2188	1137	2486	924	1414	2218	2422
PBANKA_144690	14	1755093	1756825	+	1733	1228	1351	3004	3932	2037	8302	5557	5123
PBANKA_144700	14	1758007	1758956	+	950	678	755	1790	2864	1483	2373	3338	3529
PBANKA_144710	14	1759329	1760222	-	894	660	779	2260	3971	2062	2807	3759	5054
PBANKA_144720	14	1761433	1764101	-	2669	1659	1845	993	2530	1398	1454	1527	1978
PBANKA_144730	14	1766178	1767143	+	966	629	789	222	585	188	363	362	486
PBANKA_144740	14	1767823	1772179	+	4357	2272	2737	305	506	166	560	583	546
PBANKA_144750	14	1772288	1773142	-	855	448	546	359	445	230	639	576	610
PBANKA_144760	14	1773427	1776307	-	2881	1494	1740	944	1444	632	1365	1838	1931
PBANKA_144770	14	1777565	1779898	-	2334	1177	1368	476	1165	491	867	679	915
PBANKA_144780	14	1781422	1781898	+	477	299	428	1001	1057	562	1183	1612	1372
PBANKA_144790	14	1783223	1788474	-	5252	2240	2627	5882	14847	9120	9249	7119	10674
PBANKA_144800	14	1794138	1797746	+	3609	1534	1837	8165	16934	7532	13340	9049	13105
PBANKA_144810	14	1798137	1800182	-	2046	873	977	653	809	505	1253	964	867
PBANKA_144820	14	1802549	1817156	+	14608	4929	5751	2567	3763	3007	3828	2145	2014
PBANKA_144830	14	1817738	1819315	+	1578	665	714	1225	1875	1062	1977	2066	2387
PBANKA_144840	14	1819626	1820474	-	849	351	436	2089	3754	1899	2826	4628	5108
PBANKA_144850	14	1822600	1825610	+	3011	1081	1271	4079	7030	4338	6446	4948	6585
PBANKA_144860	14	1826296	1827756	-	1461	565	707	303	510	305	562	599	626
PBANKA_144870	14	1828901	1838344	+	9444	2981	3475	2234	4580	3615	5878	2030	2485
PBANKA_144880	14	1839326	1844509	+	5184	1626	1874	941	1976	1259	1500	1562	1508
PBANKA_144890	14	1844610	1846643	-	2034	658	756	2677	7788	3478	4100	6418	9011
PBANKA_144900	14	1847885	1850196	-	2312	804	917	14804	31457	18177	9707	23168	31743
PBANKA_144910	14	1851154	1852212	-	1059	457	499	663	1150	423	848	1152	1240
PBANKA_144920	14	1853298	1856219	-	2922	1118	1222	1321	2433	978	1764	2042	2834
PBANKA_144930	14	1857872	1859657	-	1786	649	724	14646	33398	14055	18914	17725	25718
PBANKA_144940	14	1862249	1866581	+	4333	1254	1502	1926	4277	1967	3706	2882	3122
PBANKA_144950	14	1867813	1868559	+	747	364	351	7593	8363	4895	9771	17120	12854
PBANKA_144960	14	1869389	1870930	+	1542	479	605	559	1290	630	1207	1397	1644
PBANKA_144970	14	1871364	1871682	-	319	184	209	5230	5801	3898	4495	7944	8157
PBANKA_144980	14	1873476	1876571	-	3096	1038	1150	2913	5113	2511	6130	4262	5178
PBANKA_144990	14	1879475	1883650	+	4176	1224	1402	2453	4229	3566	6379	3004	2976
PBANKA_145000	14	1884331	1887297	-	2967	922	1128	931	1965	963	2370	2142	2090
PBANKA_145010	14	1888566	1890548	+	1983	630	772	812	1562	664	1091	1238	1453
PBANKA_145020	14	1891811	1893448	+	1638	454	642	8181	16946	7237	8454	20155	23125
PBANKA_145030	14	1895053	1896654	+	1602	534	640	1918	4133	1847	2957	3208	3845
PBANKA_145040	14	1897256	1904911	-	7656	2289	2565	4207	7772	4786	5553	5403	6989
PBANKA_145050	14	1905887	1909188	-	3302	1102	1230	1384	3336	1301	1951	2826	3620
PBANKA_145060	14	1910476	1911351	+	876	327	368	1401	2481	1161	1629	2496	2923
PBANKA_145070	14	1913197	1914390	-	1194	407	453	2227	4243	1709	2371	3429	4228
PBANKA_145080	14	1916774	1919359	-	2586	828	940	933	1813	1352	2368	927	1215
PBANKA_145090	14	1920907	1922169	+	1263	406	498	715	1188	517	1102	1111	1173
PBANKA_145100	14	1922760	1924796	+	2037	645	757	604	1411	706	1332	1367	1652
PBANKA_145110	14	1926423	1927226	-	804	287	364	39245	40026	22578	60621	54521	52367
PBANKA_145120	14	1928651	1929350	-	700	293	362	1356	1172	725	2246	2260	1676
PBANKA_145130	14	1930986	1932434	-	1449	470	544	238	575	361	924	768	592
PBANKA_145140	14	1933152	1934964	+	1813	547	601	1066	1600	805	1726	1734	1586
PBANKA_145150	14	1935331	1936662	-	1332	450	481	2163	4568	1756	2748	4388	4706
PBANKA_145160	14	1938554	1940569	+	2016	638	698	5441	7095	3642	7246	5831	6512
PBANKA_145170	14	1940903	1946575	-	5673	1747	2079	1189	2035	1136	1665	1322	1513
PBANKA_145180	14	1947930	1952600	+	4671	1482	1666	1541	2846	1674	2416	1656	1987
PBANKA_145190	14	1952797	1953995	-	1199	434	473	1158	2142	1163	1419	2792	3261
PBANKA_145200	14	1955004	1956521	+	1518	518	635	2175	3531	1969	3016	4108	4654
PBANKA_145210	14	1957756	1962315	-	4560	1288	1421	1945	5078	2119	2970	2565	3408
PBANKA_145220	14	1965017	1966923	+	1907	548	672	786	1433	959	1714	1067	1066
PBANKA_145230	14	1968425	1969377	+	953	325	381	1405	2635	1330	3042	5398	4002
PBANKA_145240	14	1970444	1970906	+	463	209	250	297	474	282	742	595	732
PBANKA_145250	14	1972812	1974980	+	2169	585	654	4491	8856	4036	6899	7113	8658
PBANKA_145260	14	1975548	1976228	-	681	245	239	1582	2105	1196	2024	2611	2710
PBANKA_145270	14	1977458	1978756	-	1299	419	503	928	1424	507	725	1199	1285
PBANKA_145280	14	1979911	1982616	+	2706	826	932	3882	8278	5775	8915	4976	6208
PBANKA_145290	14	1982962	1984212	-	1251	411	479	2347	2907	1635	2612	4343	4131
PBANKA_145300	14	1985369	1989013	+	3645	1031	1222	9156	18785	11235	14332	9170	13330
PBANKA_145310	14	1989476	1990996	-	1521	433	533	27432	32434	19063	34056	23029	33724
PBANKA_145320.2	14	1993479	1995587	+	2109	0	0	0	0	0	0	0	0
PBANKA_145320.1	14	1993479	1995587	+	2109	0	0	0	0	0	0	0	0
PBANKA_145330	14	1997540	1999804	+	2265	649	774	35316	51970	23692	47669	37226	47624
PBANKA_145340	14	2001292	2002803	-	1512	523	556	3698	3200	2322	5191	2504	2569
PBANKA_145350	14	2006013	2008358	-	2346	678	736	1343	2810	1280	2081	1789	2255
PBANKA_145360	14	2010303	2011278	+	976	346	354	473	814	371	865	1104	1019
PBANKA_145370	14	2016322	2020779	+	4458	1166	1345	2911	7721	3721	7161	4034	5185
PBANKA_145380	14	2022614	2023243	+	630	253	265	856	1255	635	1240	1801	1883
PBANKA_145390	14	2024141	2024698	-	558	231	240	11193	10144	5386	14856	18628	15950
PBANKA_145400	14	2025808	2028573	+	2766	720	771	1123	1958	903	1664	1803	1589
PBANKA_145410	14	2031216	2033804	+	2589	648	746	546	1067	336	926	837	900
PBANKA_145420	14	2036253	2053448	+	17196	4129	4517	5277	11538	11698	11989	3928	4600
PBANKA_145430	14	2054517	2057414	-	2898	754	875	443	1067	356	511	723	899
PBANKA_145440	14	2058680	2060221	+	1542	434	492	941	1649	783	1039	1332	1594
PBANKA_145450	14	2060549	2062168	-	1620	447	469	980	1830	968	2079	1436	1746
PBANKA_145460	14	2063324	2070467	-	7144	1714	2062	1623	4089	1915	2016	1933	2656
PBANKA_145470	14	2071816	2073477	-	1662	457	562	160	375	189	499	462	488
PBANKA_145480	14	2075162	2080726	-	5565	1503	1661	7840	10329	9704	11447	7234	5677
PBANKA_145490	14	2085535	2086935	-	1401	360	466	894	1471	615	1245	1402	1669
PBANKA_145500	14	2087935	2089422	+	1488	457	449	6051	6986	3514	11278	10522	10095
PBANKA_145510	14	2091359	2092601	+	1243	366	439	5671	8220	4240	5341	11190	12805
PBANKA_145520	14	2093177	2095756	-	2580	684	723	639	620	335	944	724	594
PBANKA_145530	14	2097415	2098641	+	1227	315	411	1072	1456	841	1808	1541	1375
PBANKA_145540	14	2099364	2100914	-	1551	452	445	693	1761	1116	1795	1122	1462
PBANKA_145550	14	2102454	2102678	+	225	117	118	301	1397	318	449	942	1464
PBANKA_145560	14	2102924	2104882	+	1959	538	612	6234	9790	4680	9684	8255	10775
PBANKA_145570	14	2105291	2106602	-	1312	411	472	2015	2097	1236	2564	4564	3709
PBANKA_145580	14	2107482	2109239	+	1758	553	604	5831	10458	5025	4064	8893	12403
PBANKA_145590	14	2110075	2111229	+	1155	388	474	1206	2424	1184	1923	2444	3174
PBANKA_145600	14	2111761	2113524	+	1764	540	597	442	949	416	721	1094	1158
PBANKA_145610	14	2114620	2115405	+	786	252	408	9951	7396	4483	9292	16982	12308
PBANKA_145620	14	2116418	2118403	-	1986	609	622	3140	4941	2041	3251	6004	6082
PBANKA_145630	14	2119757	2120466	-	710	286	295	3135	2584	1482	5256	4776	4126
PBANKA_145640	14	2122130	2123107	+	978	314	413	892	1516	705	1218	1509	1813
PBANKA_145650	14	2123869	2124636	-	768	319	313	671	905	479	1122	1321	1053
PBANKA_145660	14	2125555	2125806	+	252	115	146	80	94	66	214	232	166
PBANKA_145670	14	2126557	2126969	-	413	210	216	200	177	109	340	391	238
PBANKA_145680	14	2128742	2130483	-	1742	555	638	3477	4030	2115	5046	6677	5588
PBANKA_145690	14	2133409	2134373	+	965	369	409	13380	22200	11458	17641	31942	32755
PBANKA_145700	14	2135696	2136934	+	1239	378	445	1189	1785	710	1540	1620	1773
PBANKA_145710	14	2137580	2139108	-	1529	423	549	902	1291	682	1674	1292	1224
PBANKA_145720	14	2140304	2146323	-	6020	1558	1650	4815	11820	6583	7950	5161	8260
PBANKA_145730	14	2147815	2150993	-	3179	846	951	564	1254	552	1087	1086	1412
PBANKA_145740	14	2152222	2156386	+	4165	1037	1145	1303	1849	807	1147	1224	1737
PBANKA_145750	14	2156854	2159643	-	2790	748	869	1302	2376	1243	1963	1294	1708
PBANKA_145760	14	2163180	2166822	+	3643	955	1093	724	1145	678	1286	836	999
PBANKA_145770	14	2167182	2169506	-	2325	652	717	542	998	494	608	654	833
PBANKA_145780	14	2171294	2172184	-	891	332	310	3316	5039	2270	2827	4943	6148
PBANKA_145790	14	2174200	2175211	+	1012	267	314	1391	1836	1321	3110	2804	2449
PBANKA_145800	14	2175499	2177631	-	2133	551	654	1830	2193	1214	3218	3430	3208
PBANKA_145810	14	2179062	2182191	+	3130	867	929	1856	3949	1710	3390	2832	4231
PBANKA_145820	14	2182183	2183430	-	1248	350	363	593	2505	735	862	1555	2711
PBANKA_145830	14	2185276	2188624	+	3349	975	1031	9920	19178	8606	10268	12844	19288
PBANKA_145840	14	2189236	2193078	-	3843	1141	1291	796	1618	687	1085	1240	1711
PBANKA_145850	14	2193622	2194382	+	761	256	352	686	614	344	934	1213	980
PBANKA_145860	14	2195116	2196123	+	1008	357	376	1156	1847	947	2215	2173	2141
PBANKA_145870	14	2197122	2200116	+	2995	910	1000	1377	2074	951	1618	2379	2529
PBANKA_145880	14	2200589	2204833	-	4245	1094	1283	7082	19590	10132	8403	7486	14356
PBANKA_145890	14	2207536	2209079	+	1544	449	505	2975	5607	3167	5718	3982	5434
PBANKA_145900	14	2209873	2210769	+	897	305	333	402	478	276	841	810	614
PBANKA_145910	14	2211389	2213385	+	1997	614	677	1553	3368	1523	2011	3455	4188
PBANKA_145920	14	2214384	2216498	+	2115	630	678	401	907	336	590	683	953
PBANKA_145930	14	2218445	2219575	+	1131	386	415	17043	27313	13876	31152	43756	33624
PBANKA_145940	14	2222242	2226112	+	3871	1146	1283	4116	8382	3768	6766	8722	9111
PBANKA_145950	14	2228482	2229096	+	615	224	233	100074	109695	58477	168739	148928	137883
PBANKA_145960	14	2229885	2231471	-	1587	461	510	418	753	324	668	558	714
PBANKA_145970	14	2232852	2234207	+	1356	368	407	1102	2012	1370	1656	1618	2421
PBANKA_145980	14	2235324	2236442	+	1119	338	411	1358	2033	875	1986	2394	2479
PBANKA_145990	14	2237739	2238933	+	1195	343	481	1482	1737	880	1897	2607	2116
PBANKA_146000	14	2239872	2242178	-	2307	687	750	227	380	189	683	472	428
PBANKA_146010	14	2244012	2244895	+	884	278	361	152	204	132	348	404	258
PBANKA_146020	14	2245313	2245804	-	492	195	246	2454	2370	1627	3030	3774	3672
PBANKA_146030	14	2246491	2248297	+	1807	571	639	398	926	403	1005	863	785
PBANKA_146040	14	2248833	2249753	-	921	311	331	999	2309	1089	1852	2135	2212
PBANKA_146050	14	2253038	2255170	+	2133	645	671	1070	3173	915	1476	1528	2571
PBANKA_146060	14	2255784	2257217	-	1434	421	547	732	1051	568	1479	918	1019
PBANKA_146070	14	2258180	2260720	+	2541	794	798	24256	36088	16062	32756	35296	42761
PBANKA_146080	14	2261745	2262389	+	645	233	272	761	1243	719	1510	1594	1461
PBANKA_146090	14	2262807	2263385	+	579	224	257	373	693	291	593	738	783
PBANKA_146100	14	2263904	2265058	+	1155	391	440	371	978	427	705	633	821
PBANKA_146110	14	2266159	2267316	+	1158	383	371	1859	3437	1731	3827	3977	4008
PBANKA_146120	14	2268074	2268487	-	414	194	213	3252	5625	2748	4065	5899	7213
PBANKA_146130	14	2270090	2270953	+	864	242	376	104050	105462	57254	140345	160467	149595
PBANKA_146140	14	2272120	2272974	-	855	286	364	3440	6130	3161	5619	7428	7531
PBANKA_146150	14	2276176	2278588	+	2413	673	785	1998	3821	1565	3554	3927	4264
PBANKA_146160	14	2281822	2286489	+	4668	1243	1316	2124	6125	3925	5075	2622	3716
PBANKA_146170	14	2287791	2288078	+	288	135	145	821	1185	912	2767	2431	1942
PBANKA_146180	14	2288525	2289793	-	1269	409	418	2094	2742	1575	2508	2533	2740
PBANKA_146190	14	2291280	2293349	-	2070	608	670	90	99	62	119	130	108
